Date,Company Name,NSE_Code,BSE_Code,Total_Volume,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Volume,NSE_Delivery,BSE_Volume,BSE_Delivery,Segment
230210,One97 Communications Ltd.,PAYTM,543396,49349462,"     24,141,980",      650.55,      705.95,"        157,055.65",47387857.0,23692611.0,1961605.0,449369.0,EQ
230210,,HDFC,,1505925,"      1,085,609","    2,688.70","    2,673.25","         29,188.77",1505925.0,1085609.0,0.0,0.0,EQ
230210,Zomato Ltd.,ZOMATO,543320,189509911,"     30,282,280",       53.30,       54.40,"         16,140.46",176950201.0,27156782.0,12559710.0,3125498.0,EQ
230210,CG Power and Industrial Soluti,CGPOWER,500093,7597335,"      3,659,616",      327.85,      311.45,"         11,998.05",7281913.0,3547479.0,315422.0,112137.0,EQ
230210,Adani Wilmar Ltd.,AWL,543458,9298556,"      2,672,148",      435.90,      439.70,"         11,647.89",8116825.0,2232990.0,1181731.0,439158.0,EQ
230210,PB Fintech Ltd.,POLICYBZR,543390,6506963,"      2,167,048",      525.90,      510.30,"         11,396.51",6080396.0,2033197.0,426567.0,133851.0,EQ
230210,FSN E-Commerce Ventures Ltd.,NYKAA,543384,14972606,"      7,229,478",      154.70,      151.85,"         11,184.00",14136240.0,6903768.0,836366.0,325710.0,EQ
230210,,LIQUIDBEES,,1541412,"      1,009,932","    1,000.00","    1,000.00","         10,099.32",1541412.0,1009932.0,0.0,0.0,EQ
230210,KPIT Technologies Ltd.,KPITTECH,542651,3981327,"      1,139,357",      855.45,      817.25,"          9,746.63",3862427.0,1102025.0,118900.0,37332.0,EQ
230210,Avenue Supermarts Ltd.,DMART,540376,400192,"        268,755","    3,498.85","    3,482.05","          9,403.33",393156.0,265987.0,7036.0,2768.0,EQ
230210,Adani Green Energy Ltd.,ADANIGREEN,541450,2212463,"      1,217,595",      724.25,      762.35,"          8,818.43",2074917.0,1123437.0,137546.0,94158.0,EQ
230210,Five-Star Business Finance Ltd,FIVESTAR,543663,1526201,"      1,384,931",      603.55,      589.05,"          8,358.75",1191838.0,1083041.0,334363.0,301890.0,EQ
230210,Life Insurance Corporation of ,LICI,543526,4283004,"      1,178,262",      620.05,      613.15,"          7,305.81",3943115.0,1055826.0,339889.0,122436.0,EQ
230210,Piramal Pharma Ltd.,PPLPHARMA,543635,19204325,"      7,599,031",       88.40,       89.35,"          6,717.54",18349233.0,7304036.0,855092.0,294995.0,EQ
230210,Varun Beverages Ltd.,VBL,540180,1248077,"        453,010","    1,271.80","    1,273.70","          5,761.38",1191468.0,437276.0,56609.0,15734.0,EQ
230210,Yes Bank Ltd.,YESBANK,532648,161979859,"     29,981,983",       17.05,       16.85,"          5,111.93",148680021.0,24187626.0,13299838.0,5794357.0,EQ
230210,,ICICILIQ,,556422,"        434,695",      999.99,      999.99,"          4,346.91",556422.0,434695.0,0.0,0.0,EQ
230210,TV Today Network Ltd.,TVTODAY,532515,2263878,"      1,366,775",      307.65,      308.95,"          4,204.88",1956140.0,1212425.0,307738.0,154350.0,EQ
230210,Bank Of India,BANKINDIA,532149,21170242,"      5,013,857",       79.85,       80.60,"          4,003.56",19524652.0,4690253.0,1645590.0,323604.0,EQ
230210,Adani Power Ltd.,ADANIPOWER,533096,2399729,"      2,396,728",      164.20,      172.80,"          3,935.43",2082042.0,2079041.0,317687.0,317687.0,EQ
230210,UNO Minda Ltd.,UNOMINDA,532539,877256,"        640,687",      533.00,      525.95,"          3,414.86",829719.0,618768.0,47537.0,21919.0,EQ
230210,,PVR,,558715,"        191,862","    1,698.75","    1,683.50","          3,259.26",558715.0,191862.0,0.0,0.0,EQ
230210,MTAR Technologies Ltd.,MTARTECH,543270,672926,"        185,004","    1,726.05","    1,706.65","          3,193.26",624262.0,177174.0,48664.0,7830.0,EQ
230210,Gland Pharma Ltd.,GLAND,543245,553863,"        235,806","    1,314.30","    1,301.00","          3,099.20",542215.0,231200.0,11648.0,4606.0,EQ
230210,Gujarat Fluorochemicals Ltd.,FLUOROCHEM,542812,192776,"        100,131","    2,968.85","    3,051.60","          2,972.74",186605.0,97589.0,6171.0,2542.0,EQ
230210,Zensar Technologies Ltd.,ZENSARTECH,504067,2448932,"      1,121,679",      262.40,      253.30,"          2,943.29",2162905.0,947974.0,286027.0,173705.0,EQ
230210,Fine Organic Industries Ltd.,FINEORG,541557,141313,"         61,067","    4,764.05","    5,042.90","          2,909.26",125882.0,53532.0,15431.0,7535.0,EQ
