Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Segment,Traded_Value_lacs
230120,543367,10317,6384,560.8,564.25,A ,35.8
230120,543372,2000,2000,77.5,80.5,M ,1.55
230120,543373,4000,3000,193.0,200.0,M ,5.79
230120,543374,5141,3030,443.45,457.95,A ,13.44
230120,543378,300,300,1833.0,1780.0,MS,5.5
230120,543383,18,9,74.48,75.1,B ,0.01
230120,543384,481173,186832,127.25,129.0,A ,237.74
230120,543386,8577,5052,251.35,257.1,B ,12.7
230120,543387,5717,3362,475.7,472.3,B ,15.99
230120,543388,147,117,208.74,209.79,B ,0.24
230120,543389,15389,7104,335.7,341.25,B ,23.85
230120,543390,30106,12211,434.1,438.8,A ,53.01
230120,543396,397241,165668,550.75,532.35,A ,912.42
230120,543397,800,310,1295.35,1293.55,A ,4.02
230120,543398,38457,19936,374.15,367.0,A ,74.59
230120,543399,1408,682,696.0,691.95,A ,4.75
230120,543400,6000,6000,15.45,16.5,M ,0.93
230120,543401,551,239,1164.25,1162.4,A ,2.78
230120,543411,25424,11189,958.1,944.35,B ,107.2
230120,543412,9055,2155,530.55,529.1,A ,11.43
230120,543413,531,272,580.25,580.1,A ,1.58
230120,543414,13241,11736,15.87,15.53,B ,1.86
230120,543415,3461,1726,841.7,843.25,A ,14.53
230120,543416,4362,3654,120.8,120.55,B ,4.41
230120,543417,20211,5741,374.2,374.6,A ,21.48
230120,543418,307,306,1035.08,1037.15,F ,3.17
230120,543419,8925,7310,73.25,73.15,B ,5.35
230120,543420,113633,39345,18.85,19.2,B ,7.42
230120,543425,13334,5957,1106.0,1084.6,A ,65.88
230120,543426,15138,7223,853.7,875.2,A ,61.66
230120,543427,322,88,624.75,626.95,A ,0.55
230120,543428,4141,1459,1250.45,1240.65,A ,18.24
230120,543433,31625,15598,383.8,378.2,B ,59.87
230120,543434,24587,15555,215.8,221.6,A ,33.57
230120,543435,6000,3000,240.05,250.5,M ,7.2
230120,543437,3428,3342,52.4,53.0,B ,1.75
230120,543438,540,503,160.0,161.25,B ,0.8
230120,543439,168000,118000,33.35,35.1,M ,39.35
230120,543440,335,332,182.5,183.5,B ,0.61
230120,543441,22421,8373,310.2,309.6,A ,25.97
230120,543442,5520,5520,282.5,278.35,T ,15.59
230120,543443,40000,40000,42.4,38.55,MS,16.96
230120,543444,3000,3000,34.0,35.2,M ,1.02
230120,543449,408,305,261.95,272.8,B ,0.8
230120,543450,18,15,128.22,128.87,B ,0.02
230120,543451,35967,13510,62.9,62.6,B ,8.5
230120,543452,25083,19462,69.98,69.26,E ,13.62
230120,543453,6000,3000,81.0,82.0,M ,2.43
230120,543454,154,98,83.8,84.73,B ,0.08
230120,543458,46921,28192,554.55,558.15,A ,156.34
230120,543460,6000,4000,71.7,73.0,M ,2.87
230120,543461,40000,40000,10.67,10.17,M ,4.27
230120,543462,2496,2496,113.3,114.0,T ,2.83
230120,543463,1561,750,1220.7,1263.5,A ,9.16
230120,543465,26,24,38.5,38.32,B ,0.01
230120,543470,1255,527,186.0,182.0,B ,0.98
230120,543471,5861,3638,69.8,68.73,E ,2.54
230120,543472,54,35,30.05,30.07,B ,0.01
230120,543473,350,320,8.05,8.09,B ,0.03
230120,543474,3831,3721,20.35,20.4,B ,0.76
230120,543475,3200,1600,151.65,155.5,M ,2.43
230120,543480,18,15,50.8,51.35,F ,0.01
230120,543481,2446,2376,11.81,11.87,B ,0.28
230120,543482,3192,2283,517.1,517.4,A ,11.81
230120,543489,11501,6960,66.8,66.45,A ,4.65
230120,543490,18306,14647,20.7,21.4,B ,3.03
230120,543497,8000,6400,42.8,42.3,M ,2.74
230120,543498,319081,152779,50.65,51.45,A ,77.38
230120,543500,4000,4000,15.5,15.0,M ,0.62
230120,543501,474,227,25.01,25.17,B ,0.06
230120,543512,1575,1575,140.5,139.65,T ,2.21
230120,543513,5930,4967,50.05,50.15,B ,2.49
230120,543514,6192,3878,261.1,266.15,B ,10.13
230120,543516,12000,6000,77.25,81.5,M ,4.64
230120,543517,205816,49492,395.15,349.3,B ,195.57
230120,543518,12000,9000,50.0,49.0,M ,4.5
230120,543520,5000,5000,48.2,49.0,M ,2.41
230120,543521,560000,430000,8.1,8.19,M ,34.83
230120,543522,12000,12000,34.15,31.05,M ,4.1
230120,543523,56347,12865,402.65,393.5,B ,51.8
230120,543524,3660,974,727.25,729.55,B ,7.08
230120,543525,4215,239,335.05,339.2,B ,0.8
230120,543526,92218,58232,698.6,701.6,A ,406.81
230120,543527,1745,492,993.35,992.5,B ,4.89
230120,543528,3163,2255,721.95,725.2,B ,16.28
230120,543529,77571,33072,303.1,303.7,A ,100.24
230120,543530,123352,47407,59.6,60.45,B ,28.25
230120,543531,525,500,127.7,128.6,B ,0.64
230120,543532,960,376,995.0,1002.5,B ,3.74
230120,543533,50109,33623,271.75,280.8,B ,91.37
230120,543534,8282,2637,895.25,872.85,B ,23.61
230120,543535,8243,3454,50.1,47.85,B ,1.73
230120,543536,16000,16000,7.35,7.43,M ,1.18
230120,543538,1600,1600,177.0,173.6,M ,2.83
230120,543539,43200,41600,178.95,170.45,M ,74.44
230120,543540,4200,3000,202.0,208.0,M ,6.06
230120,543541,12800,8000,37.95,38.75,M ,3.04
230120,543542,2400,2400,166.0,166.0,M ,3.98
230120,543544,5500,4250,455.1,446.3,M ,19.34
230120,543545,32000,24000,121.9,118.7,M ,29.26
230120,543546,30000,20000,7.28,7.4,M ,1.46
230120,543547,62851,34259,93.9,95.65,B ,32.17
230120,543563,4,1,22.85,23.29,B ,0.0
230120,543568,1030,798,19.32,19.35,B ,0.15
230120,543569,14,14,183.01,183.49,B ,0.03
230120,543570,22,11,417.65,418.15,B ,0.05
230120,543571,105,100,53.37,54.01,B ,0.05
230120,543572,11,10,67.5,66.45,E ,0.01
230120,543573,5029,1956,271.1,268.8,B ,5.3
230120,543574,1831,1819,14.16,14.22,B ,0.26
230120,543576,2006,2000,51.23,50.8,B ,1.02
230120,543578,8000,8000,83.1,85.8,M ,6.65
230120,543579,8000,8000,13.6,14.5,M ,1.09
230120,543590,120000,96000,459.5,450.1,M ,441.12
230120,543591,32658,11816,407.75,391.65,B ,48.18
230120,543592,4418,4214,67.31,66.86,E ,2.84
230120,543593,29605,11424,182.95,181.65,B ,20.9
230120,543594,27000,21000,20.65,20.25,M ,4.34
230120,543595,4000,3000,182.8,181.2,M ,5.48
230120,543596,2014,1568,479.75,476.8,B ,7.52
230120,543597,44000,38000,136.55,139.3,M ,51.89
230120,543598,3200,0,80.45,78.0,M ,0.0
230120,543599,1922,1254,441.55,433.75,B ,5.54
230120,543600,3503,1925,399.05,396.6,B ,7.68
230120,543606,8000,8000,75.3,79.25,M ,6.02
230120,543607,156,155,86.3,86.69,B ,0.13
230120,543613,20000,8000,18.7,19.65,M ,1.5
230120,543614,233,189,449.95,459.25,B ,0.85
230120,543615,8000,6400,145.0,145.0,M ,9.28
230120,543616,7200,6000,138.0,134.1,M ,8.28
230120,543617,7200,4800,74.8,71.45,M ,3.59
230120,543619,16000,10000,224.5,235.0,M ,22.45
230120,543620,225000,126000,159.75,159.4,M ,201.28
230120,543621,216000,104000,56.7,62.95,M ,58.97
230120,543622,46800,42000,184.4,170.35,M ,77.45
230120,543625,32239,17869,24.85,25.6,B ,4.44
230120,543626,12700,9741,81.75,81.65,B ,7.96
230120,543627,35,34,136.0,135.5,B ,0.05
230120,543628,2,0,190.75,190.11,B ,0.0
230120,543635,130931,62648,112.7,113.35,B ,70.6
230120,543636,94,94,131.0,132.8,T ,0.12
230120,543637,181200,156000,29.9,28.5,M ,46.64
230120,543638,367514,206287,94.25,95.1,B ,194.43
230120,543643,1951,1779,23.35,23.55,B ,0.42
230120,543644,3175,2342,549.55,565.35,B ,12.87
230120,543645,483,305,102.75,100.75,B ,0.31
230120,543650,24197,8594,212.55,213.25,B ,18.27
230120,543652,16218,3690,411.1,402.3,B ,15.17
230120,543653,40632,23376,419.15,416.8,B ,97.98
230120,543654,13778,9533,451.35,446.5,B ,43.03
230120,543656,78000,44000,109.65,116.5,M ,48.25
230120,543657,16739,5301,604.65,603.1,B ,32.05
230120,543663,4191,1645,592.4,590.55,B ,9.74
230120,543664,7380,3205,790.8,800.0,B ,25.35
230120,543665,10,8,297.0,297.78,B ,0.02
230120,543666,4,2,218.22,213.25,B ,0.0
230120,543667,869819,298886,52.75,47.8,B ,157.66
230120,543668,3215,2277,268.5,279.05,B ,6.11
230120,543669,15988,10151,544.75,526.0,B ,55.3
230120,543670,24015,24015,229.05,218.15,T ,55.01
230120,543671,623,441,64.75,65.75,B ,0.29
230120,543677,53,51,16.52,16.82,B ,0.01
230120,543678,68000,52000,37.5,36.9,M ,19.5
230120,543686,20811,7138,618.8,625.5,B ,44.17
230120,543687,164278,161942,190.1,189.9,B ,307.85
230120,543688,1297,976,87.05,86.2,B ,0.85
230120,543689,4093,2116,552.45,545.1,B ,11.69
230120,543699,3,2,1009.0,1006.0,F ,0.02
230120,543709,388000,240000,141.2,148.5,M ,338.88
230120,543711,218892,62996,423.5,420.05,B ,266.79
230120,543712,7746,5427,269.05,270.5,B ,14.6
230120,543713,922000,322000,179.05,170.55,M ,576.54
230120,543714,37390,10470,621.5,611.25,B ,65.07
230120,543715,193992,101244,21.45,22.6,B ,21.72
230120,543720,21141,4910,334.45,335.0,B ,16.42
230120,543725,7417,3242,222.8,226.6,B ,7.22
230120,543732,30987,12636,95.3,97.8,B ,12.04
230120,543737,15301,13432,185.9,154.95,B ,24.97
230120,543743,32952,32952,81.5,83.1,T ,26.86
230120,543744,26000,26000,150.0,142.9,MT,39.0
230120,543745,1248000,1248000,18.25,18.45,MT,227.76
230120,543746,29400,29400,261.0,267.15,MT,76.73
230120,555555,19,9,668.5,671.69,A ,0.06
230120,570001,103303,19986,211.9,211.9,A ,42.35
230120,570002,7935,6493,7.37,7.21,B ,0.48
230120,570004,3752,1559,18.85,18.65,B ,0.29
230120,570005,280098,174049,13.57,13.26,B ,23.62
230120,590003,77053,36811,105.15,106.1,B ,38.71
230120,590005,2403,1587,994.15,992.3,B ,15.78
230120,590006,125,77,711.55,714.1,B ,0.55
230120,590013,1800,583,706.2,711.75,B ,4.12
230120,590018,161945,59166,186.5,160.4,B ,110.34
230120,590021,72,55,9410.9,9494.05,B ,5.18
230120,590022,4656,4656,3.7,3.78,T ,0.17
230120,590024,53800,11889,318.75,328.6,B ,37.9
230120,590025,1676,1616,34.7,34.95,B ,0.56
230120,590030,133055,50583,78.0,76.1,B ,39.45
230120,590031,606,458,817.5,807.8,B ,3.74
230120,590041,4225,1524,6.72,6.58,B ,0.1
230120,590051,222276,74398,140.8,140.9,B ,104.75
230120,590056,374,85,256.3,256.0,B ,0.22
230120,590057,1787,1787,52.15,54.15,T ,0.93
230120,590062,10239,6166,132.9,134.9,B ,8.19
230120,590065,722,309,710.0,720.0,B ,2.19
230120,590066,2441,1572,108.85,109.4,B ,1.71
230120,590068,3682,3682,49.45,51.95,T ,1.82
230120,590071,197,39,2290.0,2264.0,B ,0.89
230120,590072,138,133,326.95,322.25,B ,0.43
230120,590073,88,64,581.15,589.3,B ,0.37
230120,590075,42148,19208,155.65,155.05,B ,29.9
230120,590078,11342,7949,1119.45,1111.35,B ,88.99
230120,590082,219,113,181.85,174.15,X ,0.21
230120,590086,998,704,3191.6,3199.1,B ,22.47
230120,590095,110551,83326,48.76,48.48,E ,40.63
230120,590096,15614,12914,1000.0,1000.0,F ,129.14
230120,590097,13929,13331,48.92,48.61,E ,6.52
230120,590098,42336,26731,50.06,49.8,E ,13.38
230120,590099,4834,4012,48.5,48.17,E ,1.95
230120,590101,16220,16155,48.8,48.42,E ,7.88
230120,590103,113757,96596,197.46,198.34,B ,190.74
230120,590104,710,608,443.57,443.72,B ,2.7
230120,590106,11381,8701,430.72,428.59,B ,37.48
230120,590107,277,152,419.96,418.64,B ,0.64
230120,590108,64860,16405,47.08,46.81,B ,7.72
230120,590109,1039,1037,416.81,422.16,B ,4.32
230120,590110,16,10,1910.0,1918.0,B ,0.19
230120,590113,3732,2840,313.74,310.75,E ,8.91
230120,590122,1433,1389,34.15,33.4,X ,0.47
230120,590126,11848,11848,8.01,7.76,XT,0.95
230120,590134,45847,23823,65.9,67.8,B ,15.7
230120,590136,122,92,430.96,428.13,B ,0.4
230120,590137,555,437,427.04,425.01,B ,1.87
230120,590138,53241,42163,186.66,187.21,B ,78.7
