Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Segment,Traded_Value_lacs
230120,539940,3443,2277,140.05,142.1,B ,3.19
230120,539945,792,712,101.44,102.42,B ,0.72
230120,539946,14089,14089,49.9,47.55,XT,7.03
230120,539947,442,442,38.0,37.55,XT,0.17
230120,539956,1397,1243,1626.85,1566.4,X ,20.22
230120,539957,7336,2339,869.15,858.95,A ,20.33
230120,539963,129425,105208,7.99,8.0,B ,8.41
230120,539978,7833,3261,378.8,378.55,A ,12.35
230120,539979,981,981,108.55,111.0,T ,1.06
230120,539980,1105,935,97.17,97.77,B ,0.91
230120,539982,1127,1125,11.7,11.74,B ,0.13
230120,539984,1094,1081,1780.05,1747.6,X ,19.24
230120,539986,30806,19134,105.25,101.25,B ,20.14
230120,539991,1091,937,221.8,224.3,X ,2.08
230120,539992,6007720,3138076,22.1,20.3,A ,693.51
230120,539997,28520,22236,341.75,344.2,B ,75.99
230120,540005,30428,9443,4269.85,4244.3,A ,403.2
230120,540006,6621,6621,5.58,5.58,XT,0.37
230120,540008,74,44,58.71,58.69,A ,0.03
230120,540023,749421,396933,9.97,10.47,X ,39.57
230120,540025,4540,2740,281.5,284.45,A ,7.71
230120,540026,1220,1220,4.46,4.45,XT,0.05
230120,540027,6,6,232.2,244.4,T ,0.01
230120,540047,14136,6044,216.3,218.75,A ,13.07
230120,540048,715,670,317.05,316.2,B ,2.12
230120,540061,4330,3411,133.5,131.65,B ,4.55
230120,540063,3479,3049,6.89,7.11,X ,0.21
230120,540065,501267,67665,169.9,167.25,A ,114.96
230120,540072,70000,70000,7.16,6.82,M ,5.01
230120,540073,58246,23616,182.15,182.55,A ,43.02
230120,540078,11622,8041,212.75,207.9,B ,17.11
230120,540079,108000,108000,44.0,45.95,M ,47.52
230120,540081,40,40,4.6,4.64,B ,0.0
230120,540097,2127,2127,107.8,108.5,XT,2.29
230120,540108,2735,2706,4.13,4.04,X ,0.11
230120,540115,57082,27569,3231.95,3399.4,A ,891.02
230120,540124,5200,3544,706.6,710.15,B ,25.04
230120,540125,28943,16042,212.9,207.1,B ,34.15
230120,540133,45926,14769,470.4,482.65,A ,69.47
230120,540134,33287,30625,3.74,3.8,X ,1.15
230120,540135,4240073,4240073,0.98,0.98,XT,41.55
230120,540136,49892,9267,102.65,102.6,B ,9.51
230120,540143,1058,1053,142.1,141.7,X ,1.5
230120,540144,7500,5000,25.0,24.25,M ,1.25
230120,540145,11545,6426,519.2,524.7,A ,33.36
230120,540146,7000,7000,69.8,68.5,M ,4.89
230120,540147,1695,1695,32.25,32.0,T ,0.55
230120,540153,674,400,1420.0,1439.05,A ,5.68
230120,540159,933,883,7.46,6.91,X ,0.07
230120,540168,1442,914,20.8,20.15,X ,0.19
230120,540173,31333,5116,537.55,542.05,A ,27.5
230120,540174,4357,4357,17.05,16.4,XT,0.74
230120,540175,45938,36174,7.62,7.26,X ,2.76
230120,540180,47421,18777,1232.05,1224.7,A ,231.34
230120,540181,1471,1339,41.4,41.9,X ,0.55
230120,540192,21329,16262,13.58,13.69,X ,2.21
230120,540198,46005,29505,47.3,44.4,X ,13.96
230120,540203,229,192,1249.7,1260.8,A ,2.4
230120,540204,8235,8235,79.2,75.45,XT,6.52
230120,540205,9307,3096,1488.3,1499.8,B ,46.08
230120,540210,3703,2865,15.55,15.7,B ,0.45
230120,540212,432,246,1867.4,1852.1,A ,4.59
230120,540222,28688,9655,347.25,351.5,A ,33.53
230120,540243,2338,2338,15.3,15.2,X ,0.36
230120,540252,35172,26878,13.15,13.06,B ,3.53
230120,540254,1999,1999,10.26,9.78,X ,0.21
230120,540266,41548,41548,34.75,35.5,Z ,14.44
230120,540268,14248,6465,70.8,71.5,B ,4.58
230120,540293,20216,8278,203.95,204.7,A ,16.88
230120,540310,855,855,10.74,10.23,XT,0.09
230120,540311,2208,2208,105.4,107.0,T ,2.33
230120,540332,8000,0,74.5,75.05,M ,0.0
230120,540359,4411,4411,35.7,37.2,XT,1.57
230120,540360,717,717,10.13,10.33,XT,0.07
230120,540361,29631,24174,16.25,15.55,X ,3.93
230120,540366,123531,103784,15.7,16.2,B ,16.29
230120,540376,40431,25559,3514.55,3565.6,A ,898.28
230120,540377,98532,50793,148.9,148.25,B ,75.63
230120,540385,1201,754,11.47,11.3,X ,0.09
230120,540386,20415,20415,1.78,1.81,XT,0.36
230120,540393,20509,9591,173.2,168.55,B ,16.61
230120,540395,5708,3539,360.9,358.8,B ,12.77
230120,540396,3050,3050,139.45,132.85,B ,4.25
230120,540401,273127,234593,18.9,18.0,B ,44.34
230120,540403,2527,1915,63.15,63.3,B ,1.21
230120,540404,1500,750,222.25,236.7,M ,1.67
230120,540405,144,144,32.9,33.9,Z ,0.05
230120,540425,524,268,646.3,647.95,B ,1.73
230120,540492,1072,419,105.4,106.25,B ,0.44
230120,540497,2537,2095,168.7,171.35,B ,3.53
230120,540519,3955,3878,40.0,38.9,B ,1.55
230120,540526,5788,4365,65.34,65.4,IF,2.85
230120,540530,449912,160730,50.1,50.45,A ,80.53
230120,540544,24138,8853,720.6,690.25,A ,63.79
230120,540545,19043,18177,16.75,16.75,B ,3.04
230120,540565,2459,2399,140.02,139.64,IF,3.36
230120,540570,346019,254943,21.4,19.55,X ,54.56
230120,540575,6119,1950,114.9,115.05,A ,2.24
230120,540590,35,35,407.9,395.0,T ,0.14
230120,540595,21849,9177,542.05,553.05,A ,49.74
230120,540596,209862,205985,630.0,646.55,A ,1297.71
230120,540597,42,42,4.8,5.0,XT,0.0
230120,540602,42051,24150,126.5,124.05,B ,30.55
230120,540611,37793,10904,616.35,621.45,A ,67.21
230120,540612,84,71,143.05,144.23,B ,0.1
230120,540614,854628,854628,1.26,1.24,T ,10.77
230120,540615,911125,590726,0.89,0.89,B ,5.26
230120,540642,119270,91995,50.25,51.95,B ,46.23
230120,540647,386,233,116.2,119.7,B ,0.27
230120,540648,1209,1209,125.0,124.7,T ,1.51
230120,540649,3824,1910,499.7,505.75,B ,9.54
230120,540650,1953,1672,323.9,319.75,B ,5.42
230120,540653,1476723,1155884,3.09,3.23,B ,35.72
230120,540654,4447,2747,39.1,39.25,B ,1.07
230120,540669,4276,4211,44.2,44.18,B ,1.86
230120,540673,5092,3549,374.9,382.2,A ,13.31
230120,540678,82176,29384,508.6,497.25,A ,149.45
230120,540679,699,691,620.65,628.75,B ,4.29
230120,540680,4208,1263,214.5,213.35,A ,2.71
230120,540681,160000,140000,17.0,16.2,M ,23.8
230120,540686,8675,7141,160.05,163.65,X ,11.43
230120,540691,83863,38818,145.6,147.65,A ,56.52
230120,540692,3252,2071,244.4,245.9,B ,5.06
230120,540693,14621,9141,176.9,179.3,B ,16.17
230120,540694,5528,4626,109.7,109.8,B ,5.07
230120,540695,1500,1500,27.45,27.4,M ,0.41
230120,540696,161,161,91.15,94.4,XT,0.15
230120,540699,4286,1601,3507.5,3543.45,A ,56.16
230120,540700,12871,8628,37.55,36.7,B ,3.24
230120,540701,33439,14844,86.95,88.7,A ,12.91
230120,540702,34369,23370,26.15,26.95,B ,6.11
230120,540703,77,77,13.53,14.24,XT,0.01
230120,540704,25,19,561.9,564.1,B ,0.11
230120,540709,196033,121603,3.18,3.24,B ,3.87
230120,540710,26332,3969,156.65,159.8,B ,6.22
230120,540715,48000,30000,70.75,78.6,M ,21.22
230120,540716,28365,10161,1151.55,1169.65,A ,117.01
230120,540717,3378,1773,47.95,46.1,B ,0.85
230120,540719,27220,5878,1295.45,1322.85,A ,76.15
230120,540724,180,160,868.0,861.8,B ,1.39
230120,540725,1656,1011,1215.1,1233.2,A ,12.28
230120,540726,4684,3133,84.6,87.05,B ,2.65
230120,540727,17260,10775,41.3,41.3,B ,4.45
230120,540728,50,50,185.0,177.0,X ,0.09
230120,540729,1500,1500,63.35,60.35,MT,0.95
230120,540730,25100,25100,16.95,16.8,T ,4.25
230120,540735,334,240,78.45,79.15,B ,0.19
230120,540737,7258,5364,255.75,255.65,B ,13.72
230120,540738,8648,8648,401.75,408.85,T ,34.74
230120,540743,4989,3511,455.05,456.9,A ,15.98
230120,540749,4285,1751,825.1,808.75,A ,14.45
230120,540750,136520,61692,136.0,138.45,A ,83.9
230120,540755,174821,70125,174.6,177.05,A ,122.44
230120,540757,9096,5909,570.95,598.65,B ,33.74
230120,540762,1715,447,2635.75,2596.3,A ,11.78
230120,540767,13378,7676,245.95,249.35,A ,18.88
230120,540768,2102,1166,487.5,489.75,A ,5.68
230120,540769,101521,46194,124.15,123.5,A ,57.35
230120,540774,1748,1139,275.55,267.65,B ,3.14
230120,540775,1545,1348,231.2,231.1,B ,3.12
230120,540776,1052,757,305.8,308.75,B ,2.31
230120,540777,64110,21412,590.55,605.15,A ,126.45
230120,540786,25828,20427,6.63,6.67,B ,1.35
230120,540787,8720,6306,58.25,58.33,A ,3.67
230120,540788,603,585,42.55,42.0,X ,0.25
230120,540789,32875,21001,3.04,3.13,B ,0.64
230120,540795,43600,22650,214.05,201.6,B ,48.48
230120,540796,8400,8400,100.3,100.65,T ,8.43
230120,540797,8887,4549,154.65,152.95,B ,7.04
230120,540798,1065,1065,24.45,24.1,T ,0.26
230120,540809,18573,13206,57.3,53.0,B ,7.57
230120,540811,60000,60000,12.3,12.3,M ,7.38
230120,540821,617761,617761,7.83,8.15,XT,48.37
230120,540823,1317,1317,21.0,21.8,Z ,0.28
230120,540824,63282,60063,33.6,33.15,B ,20.18
230120,540829,15768,15768,7.49,7.2,XT,1.18
230120,540874,36056,21992,17.15,16.9,X ,3.77
230120,540879,48803,16697,361.7,358.3,B ,60.39
230120,540900,48064,23888,414.55,412.1,A ,99.03
230120,540901,2071,1717,26.35,26.75,B ,0.45
230120,540902,6812,3217,1916.2,1871.0,A ,61.64
230120,540923,36000,24000,18.0,18.15,M ,4.32
230120,540935,1322,674,2350.05,2355.35,A ,15.84
230120,540936,646052,646052,22.2,21.15,T ,143.42
230120,540937,3732,3732,312.55,321.0,T ,11.66
230120,540938,10000,10000,11.89,12.5,MT,1.19
230120,540954,9077,8850,28.8,28.7,X ,2.55
230120,540955,40431,26854,15.0,14.95,B ,4.03
230120,540956,1045197,331596,24.7,26.0,B ,81.9
230120,540961,725,503,97.7,99.35,B ,0.49
230120,540975,5014,3240,220.3,222.8,A ,7.14
230120,540980,3,2,12391.0,12299.95,X ,0.25
230120,541005,431,397,94.85,95.0,X ,0.38
230120,541019,44462,25255,689.7,695.75,A ,174.18
230120,541083,7750,5500,460.3,462.5,M ,25.32
230120,541096,1023,1022,321.0,318.35,X ,3.28
230120,541097,1936,1442,1000.0,1000.0,F ,14.42
230120,541143,23573,8506,935.0,926.05,A ,79.53
230120,541144,9380,8877,54.95,52.35,X ,4.88
230120,541152,19842,3909,184.95,191.6,B ,7.23
230120,541153,289520,46220,237.05,236.2,A ,109.56
230120,541154,23727,6794,2511.6,2452.1,A ,170.64
230120,541161,12391340,6580156,4.21,4.01,B ,277.02
230120,541163,4654,3267,237.05,246.55,B ,7.74
230120,541167,7380,3677,1577.4,1575.95,A ,58.0
230120,541178,4000,4000,15.3,14.9,M ,0.61
230120,541179,23487,11328,500.1,513.1,A ,56.65
230120,541195,17334,8589,217.0,219.95,A ,18.64
230120,541206,26547,8633,87.35,86.5,B ,7.54
230120,541228,4000,4000,48.1,45.85,M ,1.92
230120,541233,252760,93808,74.15,74.7,A ,69.56
230120,541269,676,323,271.95,267.8,B ,0.88
230120,541276,488,433,307.9,314.3,B ,1.33
230120,541299,4000,4000,30.0,31.5,MT,1.2
230120,541301,1528,559,264.65,264.8,A ,1.48
230120,541302,25002,6722,64.85,67.5,B ,4.36
230120,541303,23762,23762,54.45,53.4,T ,12.94
230120,541304,22500,19500,199.4,189.95,M ,38.88
230120,541313,633,377,25.66,25.87,A ,0.1
230120,541336,1266,1266,155.25,152.2,T ,1.97
230120,541337,183000,183000,8.74,8.33,M ,15.99
230120,541338,25000,20000,33.95,33.15,M ,6.79
230120,541347,22032,15160,10.07,10.02,X ,1.53
230120,541352,1779,1284,250.25,249.85,B ,3.21
230120,541353,104000,67200,86.75,94.05,M ,58.3
230120,541400,1779,1600,88.0,86.35,B ,1.41
230120,541402,29600,26400,384.8,366.5,M ,101.59
230120,541403,830,656,409.2,412.9,A ,2.68
230120,541418,1677,1214,76.0,75.05,B ,0.92
230120,541444,8180,6723,13.18,13.09,B ,0.89
230120,541445,8000,6400,41.65,42.7,M ,2.67
230120,541450,77831,7507,1975.3,1950.9,A ,148.29
230120,541503,3,3,48.6,49.4,XT,0.0
230120,541540,8278,3941,415.7,408.35,A ,16.38
230120,541546,160922,109456,0.87,0.89,B ,0.95
230120,541556,59374,21301,341.8,342.05,A ,72.81
230120,541557,1547,743,5469.65,5498.3,A ,40.64
230120,541578,2506,1149,287.55,289.15,A ,3.3
230120,541601,3578594,2094843,18.0,17.15,B ,377.07
230120,541634,5521,5521,54.3,54.1,T ,3.0
230120,541700,1539,999,508.6,504.55,A ,5.08
230120,541702,96488,96488,17.75,16.95,XT,17.13
230120,541703,3200,3200,20.55,18.7,M ,0.66
230120,541729,5444,2737,2023.95,2061.55,A ,55.4
230120,541735,32093,32093,25.5,24.3,XT,8.18
230120,541741,4291,3995,27.1,28.5,X ,1.08
230120,541770,808,222,914.8,909.8,A ,2.03
230120,541771,9221,5905,2.3,2.29,X ,0.14
230120,541778,20278,15105,154.65,155.5,B ,23.36
230120,541809,1917,1695,43.18,43.29,B ,0.73
230120,541865,93819,62609,52.85,53.5,B ,33.09
230120,541890,24032,24032,1.77,1.83,X ,0.43
230120,541929,402,307,131.1,132.25,B ,0.4
230120,541946,4020,3674,1000.01,1000.0,F ,36.74
230120,541956,391112,60603,60.8,60.5,A ,36.85
230120,541967,10725,6638,254.8,270.45,B ,16.91
230120,541972,115,115,503.22,505.0,A ,0.58
230120,541973,12000,10500,32.0,28.9,M ,3.36
230120,541974,4416,4154,990.0,1035.2,B ,41.12
230120,541983,21000,19000,4.51,4.7,M ,0.86
230120,541988,1712,578,1819.4,1838.05,A ,10.52
230120,542011,42212,10644,495.5,479.4,A ,52.74
230120,542012,78727,15518,333.95,326.95,B ,51.82
230120,542013,2326,1424,125.6,125.35,B ,1.79
230120,542019,17966,13049,28.8,29.25,B ,3.76
230120,542020,7800,5200,100.45,99.0,M ,5.22
230120,542025,48000,48000,0.59,0.59,M ,0.28
230120,542034,36148,24861,19.45,19.6,B ,4.84
230120,542046,6436,6436,27.5,28.9,T ,1.77
230120,542057,26777,19887,47.4,47.5,B ,9.43
230120,542066,21121,9849,3918.25,3848.7,A ,385.91
230120,542123,2645,2590,84.0,88.35,X ,2.18
230120,542131,172,102,188.4,188.89,B ,0.19
230120,542141,10221,3502,364.65,368.2,A ,12.77
230120,542155,70000,60000,3.76,3.42,M ,2.26
230120,542176,50,50,6.59,6.28,X ,0.0
230120,542206,3326,2478,3.26,3.32,X ,0.08
230120,542216,3978,1830,1838.7,1875.1,A ,33.65
230120,542230,28,22,42.97,43.15,B ,0.01
230120,542231,23776,20520,3.47,3.49,B ,0.71
230120,542232,22017,10657,136.25,133.1,B ,14.52
230120,542233,9207,8394,69.1,69.9,B ,5.8
230120,542248,1200,1200,33.0,33.0,M ,0.4
230120,542285,65494,39156,55.5,54.25,B ,21.73
230120,542323,17409,12812,432.2,445.25,B ,55.37
230120,542333,1362,1249,449.45,451.7,B ,5.61
230120,542337,15158,9721,71.55,73.15,B ,6.96
230120,542351,2932,2206,719.4,708.4,X ,15.87
230120,542367,4454,4151,161.9,154.2,B ,6.72
230120,542383,300,300,156.95,149.5,B ,0.47
230120,542399,2779,689,339.8,336.3,A ,2.34
230120,542446,38060,17300,12.2,11.05,M ,2.11
230120,542459,5240,3763,81.55,81.9,B ,3.07
230120,542460,4266,1816,1061.2,1034.15,B ,19.27
230120,542484,41599,4033,333.95,337.1,A ,13.47
230120,542513,108,29,50.19,50.0,A ,0.01
230120,542579,10900,10594,63.7,60.7,B ,6.75
230120,542580,8000,8000,80.9,77.25,M ,6.47
230120,542597,18889,10109,308.4,312.6,A ,31.18
230120,542602,8739,5545,335.72,337.83,IF,18.62
230120,542627,6302,6302,19.45,17.65,X ,1.23
230120,542628,8000,7000,217.6,222.0,M ,15.23
230120,542649,520195,259697,76.75,77.15,A ,199.32
230120,542650,7125,2887,1308.8,1357.95,A ,37.79
230120,542651,50910,26277,696.75,695.7,A ,183.08
230120,542652,32597,13668,2760.6,2829.55,A ,377.32
230120,542654,12500,9250,443.95,445.0,M ,41.07
230120,542655,7272696,4174308,4.5,4.5,B ,187.84
230120,542665,530,359,1223.0,1250.4,A ,4.39
230120,542666,64701,53630,17.4,17.85,B ,9.33
230120,542667,401020,161598,156.9,154.15,B ,253.55
230120,542668,7000,3000,343.9,361.95,M ,10.32
230120,542669,7778,5576,34.75,34.7,X ,1.94
230120,542670,11735,11735,101.15,97.55,T ,11.87
230120,542677,1025,1025,15.1,14.4,X ,0.15
230120,542678,68000,42000,20.9,19.0,M ,8.78
230120,542679,1200,1000,23.65,23.65,X ,0.24
230120,542682,253,253,37.8,39.75,X ,0.1
230120,542684,1508,1334,164.0,162.4,B ,2.19
230120,542685,4035,3042,17.1,16.65,B ,0.52
230120,542694,63,63,178.0,178.0,T ,0.11
230120,542721,3075,1948,57.8,58.85,B ,1.13
230120,542724,353358,214459,2.7,2.67,B ,5.79
230120,542725,64907,64907,15.45,15.4,T ,10.03
230120,542726,8536,777,4547.7,4476.7,A ,35.34
230120,542727,12000,12000,80.6,76.8,M ,9.67
230120,542729,5751,3838,171.2,169.0,B ,6.57
230120,542730,212,173,42.65,42.45,B ,0.07
230120,542747,1713,1246,49.31,49.69,A ,0.61
230120,542752,6252,2564,1033.7,1023.05,A ,26.5
230120,542753,1252237,933161,4.07,4.04,X ,37.98
230120,542758,2198,2130,214.15,213.33,B ,4.56
230120,542759,1773,1152,574.8,576.45,A ,6.62
230120,542760,38909,8169,272.65,263.6,A ,22.27
230120,542770,2625,2384,38.3,38.2,B ,0.91
230120,542772,7573,3144,1916.1,1938.6,A ,60.24
230120,542773,14771,7915,66.05,64.95,B ,5.23
230120,542774,45661,41341,257.6,245.35,X ,106.49
230120,542802,527659,407699,12.91,12.3,B ,52.63
230120,542803,19729,18502,30.05,30.8,X ,5.56
230120,542804,2,1,23.4,24.05,B ,0.0
230120,542808,1,1,9.0,8.6,B ,0.0
230120,542810,1,1,0.72,0.66,B ,0.0
230120,542812,2720,1152,2735.65,2699.5,A ,31.51
230120,542817,143,141,1.75,1.8,B ,0.0
230120,542830,57650,18933,641.3,640.2,A ,121.42
230120,542839,16210,16171,0.97,0.97,B ,0.16
230120,542841,102,102,1.98,1.92,B ,0.0
230120,542842,3,2,78.6,78.9,B ,0.0
230120,542844,3820,3538,1.5,1.54,B ,0.05
230120,542845,1,1,6.5,6.5,B ,0.0
230120,542846,10610,10324,1.02,1.11,B ,0.11
230120,542847,48100,48099,0.88,0.83,B ,0.42
230120,542848,24545,21900,1.7,1.57,B ,0.37
230120,542851,10944,6764,1140.8,1160.2,M ,77.16
230120,542852,73806,35527,17.15,17.2,B ,6.09
230120,542857,11642,6508,323.2,320.55,A ,21.03
230120,542862,4207,2952,14.7,14.62,X ,0.43
230120,542863,156,72,42.48,42.27,B ,0.03
230120,542866,7113,7113,67.7,71.25,XT,4.82
230120,542867,10389,4904,252.7,253.3,A ,12.39
230120,542904,2757205,467138,29.35,29.55,A ,137.11
230120,542905,10494,5672,418.85,422.5,B ,23.76
230120,542906,29590,29590,48.0,48.0,XT,14.2
230120,542907,3487,1806,590.2,590.0,A ,10.66
230120,542908,10,10,1209.35,1211.0,F ,0.12
230120,542909,8,8,1233.42,1236.89,F ,0.1
230120,542910,3000,3000,21.5,20.5,MS,0.64
230120,542911,2,2,285.2,275.0,XT,0.01
230120,542918,29263,28906,24.65,23.5,B ,7.13
230120,542919,3937,2849,72.8,73.4,B ,2.07
230120,542920,10500,4833,470.75,480.85,A ,22.75
230120,542921,41,19,119.26,120.6,B ,0.02
230120,542922,3,1,421.49,422.55,B ,0.0
230120,542923,10000,10000,11.14,10.5,MS,1.11
230120,542924,115500,87500,4.58,4.66,M ,4.01
230120,542933,269,255,485.3,489.0,B ,1.24
230120,542934,1000,1000,110.0,108.0,M ,1.1
230120,542938,1,1,51.85,49.4,X ,0.0
230120,543064,2289,1691,494.95,494.25,A ,8.37
230120,543066,28697,15671,751.9,768.7,A ,117.83
230120,543071,4849,2098,11.31,11.82,F ,0.24
230120,543079,10277,10277,1.06,1.17,F ,0.11
230120,543087,98,76,135.01,134.25,F ,0.1
230120,543092,2346,2096,2.55,2.4,F ,0.05
230120,543099,5,5,0.07,0.06,F ,0.0
230120,543106,5,5,0.05,0.04,F ,0.0
230120,543108,5,5,0.05,0.04,F ,0.0
230120,543144,25255,25255,3.52,3.2,B ,0.89
230120,543150,88714,81917,1.05,1.08,B ,0.86
230120,543161,1,1,0.15,0.14,F ,0.0
230120,543165,45,10,65.11,64.96,F ,0.01
230120,543167,9709,8726,0.96,0.99,F ,0.08
230120,543171,405832,405832,66.4,63.7,T ,269.47
230120,543172,2000,1000,296.9,312.5,M ,2.97
230120,543173,846,845,5.51,5.66,B ,0.05
230120,543174,16100,15955,1.21,1.27,B ,0.19
230120,543175,19286,16376,1.72,1.63,B ,0.28
230120,543176,1,1,7.51,6.86,B ,0.0
230120,543177,14009,9287,5.6,5.87,B ,0.52
230120,543181,184,157,9.22,9.69,B ,0.01
230120,543182,504,440,18.2,18.7,B ,0.08
230120,543186,2787,2180,2.65,2.6,B ,0.06
230120,543187,391,168,3236.65,3296.65,A ,5.44
230120,543193,393,358,155.25,156.45,B ,0.56
230120,543207,3947,3947,5.44,5.48,XT,0.21
230120,543209,21000,15000,42.0,41.85,M ,6.3
230120,543210,2278,1527,575.65,590.4,B ,8.79
230120,543211,14464,11190,67.65,71.2,B ,7.57
230120,543212,9169,6359,354.5,355.25,A ,22.54
230120,543213,3900,1553,710.9,718.9,A ,11.04
230120,543214,375,223,572.8,573.0,B ,1.28
230120,543216,200,200,1105.0,1106.37,F ,2.21
230120,543217,805,574,337.07,334.97,IF,1.93
230120,543218,2000,1500,209.8,215.0,M ,3.15
230120,543219,134,83,174.1,174.95,B ,0.14
230120,543220,43467,13011,438.1,446.65,A ,57.0
230120,543221,16638,15109,30.64,30.81,B ,4.63
230120,543223,6104,4285,93.7,96.55,B ,4.02
230120,543224,282,206,427.37,425.75,B ,0.88
230120,543226,1513,1405,42.82,42.85,B ,0.6
230120,543227,19666,7867,849.25,866.55,A ,66.81
230120,543228,7223,2241,1177.9,1173.05,A ,26.4
230120,543229,177,177,189.5,187.5,X ,0.34
230120,543230,14000,8000,382.6,392.35,M ,30.61
230120,543232,1440,735,2318.9,2305.4,A ,17.04
230120,543233,5493,3148,287.1,287.0,B ,9.04
230120,543234,2500,2500,67.0,72.85,M ,1.68
230120,543235,8307,2854,1294.4,1274.6,A ,36.94
230120,543236,18000,12000,160.0,157.5,M ,19.2
230120,543237,239643,26331,766.75,737.75,A ,201.89
230120,543238,7653,3910,772.95,785.65,A ,30.22
230120,543240,19737,11893,233.35,231.0,B ,27.75
230120,543242,22970,10264,103.7,104.1,A ,10.64
230120,543243,137986,53218,56.7,56.15,A ,30.17
230120,543245,17504,6313,1386.7,1395.75,A ,87.54
230120,543246,11,5,30.0,30.26,B ,0.0
230120,543248,45242,19615,111.4,114.6,A ,21.85
230120,543249,69434,31752,41.05,40.5,B ,13.03
230120,543250,71,60,50.6,50.61,F ,0.03
230120,543251,3877,2631,23.15,23.35,B ,0.61
230120,543252,1222,812,1195.0,1198.25,B ,9.7
230120,543253,35785,23070,472.8,475.1,B ,109.07
230120,543254,10369,8943,290.55,297.35,B ,25.98
230120,543255,228,178,547.01,550.16,B ,0.97
230120,543256,21981,20418,21.45,21.4,X ,4.38
230120,543257,4959944,1561318,33.1,33.15,A ,516.8
230120,543258,3622,2096,1230.8,1251.75,A ,25.8
230120,543259,2617,1574,736.5,731.85,A ,11.59
230120,543260,11578,6535,507.75,495.95,A ,33.18
230120,543261,7089,6067,290.0,289.41,IF,17.59
230120,543262,12000,12000,117.0,111.6,M ,14.04
230120,543263,234,175,77.3,76.75,B ,0.14
230120,543264,333333,79695,401.8,334.85,B ,320.21
230120,543265,53484,17940,127.0,128.1,A ,22.78
230120,543266,8058,5399,473.35,475.95,B ,25.56
230120,543267,3642,3642,74.55,78.45,XT,2.72
230120,543269,1600,1600,33.0,32.0,MS,0.53
230120,543270,9072,4594,1671.8,1681.65,A ,76.8
230120,543271,19546,7314,489.65,491.55,A ,35.81
230120,543272,880085,379423,55.15,54.75,A ,209.25
230120,543273,23000,13250,1246.6,1259.7,M ,165.17
230120,543274,149400,130500,15.95,16.75,M ,20.81
230120,543275,3293,1447,645.1,654.55,A ,9.33
230120,543276,628,187,3479.75,3513.9,A ,6.51
230120,543277,33933,12977,283.7,283.45,A ,36.82
230120,543278,149826,72678,119.3,119.75,A ,86.7
230120,543279,14241,3447,113.25,112.25,B ,3.9
230120,543280,9193,2345,588.65,584.45,A ,13.8
230120,543281,22775,18334,5.05,5.07,B ,0.93
230120,543283,2584,1113,893.45,888.35,A ,9.94
230120,543284,9213,5680,1275.3,1276.15,A ,72.44
230120,543286,18000,18000,20.0,19.6,M ,3.6
230120,543287,2810,1748,1122.25,1108.85,A ,19.62
230120,543288,12716,8332,307.35,299.4,B ,25.61
230120,543290,19154,18511,127.96,127.99,IF,23.69
230120,543291,104279,75001,38.38,38.45,B ,28.79
230120,543292,2412,2407,80.73,81.25,B ,1.94
230120,543297,210,140,995.85,1026.05,B ,1.39
230120,543298,3849,1543,59.55,59.55,B ,0.92
230120,543299,34562,14744,326.15,312.85,A ,48.09
230120,543300,57320,31957,408.05,414.65,A ,130.4
230120,543305,312000,252000,6.12,6.19,M ,15.42
230120,543306,1250,1162,503.3,505.2,A ,5.85
230120,543308,1108,772,1488.25,1486.85,A ,11.49
230120,543309,18000,18000,29.0,26.5,M ,5.22
230120,543311,5197,3057,243.05,243.1,A ,7.43
230120,543317,442,193,1224.5,1216.4,A ,2.36
230120,543318,1356,930,1421.5,1428.25,A ,13.22
230120,543319,32000,16000,6.0,6.2,M ,0.96
230120,543320,2764668,1074278,51.5,51.1,A ,553.25
230120,543321,453,358,2174.8,2183.85,A ,7.79
230120,543322,2053,1532,400.8,406.4,A ,6.14
230120,543323,407,203,18.9,18.83,B ,0.04
230120,543324,50400,43200,98.75,93.65,M ,42.66
230120,543325,5996,4528,1782.45,1819.35,A ,80.71
230120,543326,1058,1029,448.34,452.75,B ,4.61
230120,543327,32162,9105,130.65,132.45,B ,11.9
230120,543328,1046,800,417.75,419.4,B ,3.34
230120,543329,701,517,253.45,252.85,B ,1.31
230120,543330,109219,45166,161.6,161.55,A ,72.99
230120,543331,54343,36718,105.65,107.65,A ,38.79
230120,543332,25085,14650,1075.25,1143.9,A ,157.52
230120,543333,1357,648,458.5,461.7,A ,2.97
230120,543334,7654,4590,376.85,380.8,A ,17.3
230120,543335,2057,1295,288.25,288.15,A ,3.73
230120,543336,31144,10164,451.95,445.05,A ,45.94
230120,543341,12278,11566,8.48,8.59,X ,0.98
230120,543346,349000,230000,56.6,55.05,M ,130.18
230120,543347,210,208,306.57,306.93,B ,0.64
230120,543348,336,202,80.33,81.17,B ,0.16
230120,543349,2965,1538,896.95,902.5,A ,13.8
230120,543350,15517,10971,413.2,411.9,A ,45.33
230120,543357,21,5,74.26,75.07,B ,0.0
230120,543358,1800,1026,731.5,740.55,A ,7.51
230120,543363,8000,6000,343.0,342.25,M ,20.58
230120,543364,20350,17575,157.05,152.0,M ,27.6
230120,543365,10011,9600,25.92,26.0,B ,2.49
230120,543366,8400,8400,79.85,81.75,M ,6.71
