Date,Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment,Segment
230120,230120,BYKE,49475.0,27746.0,44.15,44.4,12.25,EQ,EQ
230120,230120,CALSOFT,31049.0,23565.0,19.65,19.85,4.63,EQ,EQ
230120,230120,CAMLINFINE,261635.0,112362.0,156.35,158.95,175.68,EQ,EQ
230120,230120,CAMPUS,923112.0,222206.0,403.05,393.6,895.6,EQ,EQ
230120,230120,CAMS,60676.0,40504.0,2318.8,2306.4,939.21,EQ,EQ
230120,230120,CANBK,6798143.0,1023847.0,318.95,320.15,3265.56,EQ,EQ
230120,230120,CANFINHOME,808127.0,203802.0,521.1,530.35,1062.01,EQ,EQ
230120,230120,CANTABIL,14167.0,4430.0,1196.1,1238.85,52.99,EQ,EQ
230120,230120,CAPACITE,211242.0,99495.0,156.3,159.85,155.51,EQ,EQ
230120,230120,CAPLIPOINT,39898.0,22618.0,696.9,705.6,157.62,EQ,EQ
230120,230120,CAPTRUST,27283.0,13481.0,88.3,90.05,11.9,EQ,EQ
230120,230120,CARBORUNIV,70215.0,28562.0,908.15,941.45,259.39,EQ,EQ
230120,230120,CAREERP,78446.0,32456.0,134.2,125.3,43.56,EQ,EQ
230120,230120,CARERATING,37002.0,17052.0,631.35,632.45,107.66,EQ,EQ
230120,230120,CARTRADE,21494.0,12289.0,458.45,461.95,56.34,EQ,EQ
230120,230120,CARYSIL,44278.0,23192.0,440.05,431.6,102.06,EQ,EQ
230120,230120,CASTROLIND,253042.0,165601.0,120.25,121.1,199.14,EQ,EQ
230120,230120,CCHHL,42349.0,33487.0,7.5,7.4,2.51,EQ,EQ
230120,230120,CCL,414836.0,264373.0,532.05,521.0,1406.6,EQ,EQ
230120,230120,CDSL,195506.0,101514.0,1052.3,1053.95,1068.23,EQ,EQ
