Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
230210,532656,429077,297576,7.93,8.25,23.6,X 
230210,532659,2527217,1329995,90.85,91.1,1208.3,A 
230210,532661,17075,6452,482.9,452.7,31.16,B 
230210,532662,84058,62289,20.0,20.1,12.46,B 
230210,532663,124,82,906.3,915.75,0.74,B 
230210,532666,1004998,725806,2.47,2.47,17.93,B 
230210,532667,28650858,8230006,9.14,9.2,752.22,A 
230210,532668,1910,936,351.0,345.1,3.29,B 
230210,532670,687782,294577,47.85,47.4,140.96,A 
230210,532673,37127,16924,26.75,26.4,4.53,B 
230210,532674,2066,1275,46.6,47.0,0.59,B 
230210,532676,2037,1665,10.38,10.58,0.17,B 
230210,532683,2548,1470,2788.55,2768.45,40.99,A 
230210,532684,125093,62385,72.45,76.65,45.2,A 
230210,532686,1556,1556,305.0,302.05,4.75,T 
230210,532687,769,518,378.8,373.2,1.96,B 
230210,532689,14372,3883,1698.25,1684.9,65.94,A 
230210,532692,58548,58548,1.6,1.63,0.94,Z 
230210,532694,952,952,16.2,17.05,0.15,T 
230210,532695,13727,9492,16.5,15.75,1.57,B 
230210,532696,4006,4006,2.09,2.14,0.08,Z 
230210,532698,14277,11813,214.5,205.05,25.34,B 
230210,532699,3294,2492,273.1,268.1,6.81,B 
230210,532700,2,1,142.25,140.6,0.0,B 
230210,532701,10433,10433,9.03,8.6,0.94,Z 
230210,532702,16506,3296,265.85,259.5,8.76,A 
230210,532705,9819,7402,69.15,70.3,5.12,B 
230210,532706,5793,3829,504.25,498.45,19.31,A 
230210,532707,282,202,274.7,286.15,0.55,B 
230210,532708,1377976,875087,2.98,3.12,26.08,B 
230210,532710,92291,92291,13.13,12.51,12.12,T 
230210,532712,1005239,1005239,1.84,1.82,18.5,T 
230210,532713,52630,47667,14.0,13.8,6.67,B 
230210,532714,15776,6807,475.45,463.25,32.36,A 
230210,532716,23489,16543,74.1,78.55,12.26,B 
230210,532717,8115,4946,204.05,206.85,10.09,B 
230210,532719,52535,32379,33.05,32.35,10.7,B 
230210,532720,98654,35287,265.15,270.55,93.56,A 
230210,532721,1971,1971,14.4,14.05,0.28,T 
230210,532722,3264,2557,24.25,24.55,0.62,B 
230210,532723,6645,6645,24.85,23.7,1.65,XT
230210,532725,3520,2015,3786.1,3864.2,76.29,A 
230210,532726,10814,7886,63.8,61.7,5.03,B 
230210,532728,6455,5589,33.5,32.8,1.87,B 
230210,532729,8843,3523,256.05,253.25,9.02,B 
230210,532730,1666,946,15.65,15.6,0.15,B 
230210,532732,1825,1095,447.95,451.5,4.91,B 
230210,532733,5104,1839,461.65,458.95,8.49,A 
230210,532734,14912,4594,379.65,387.1,17.44,A 
230210,532735,3463,3041,244.3,242.6,7.43,B 
230210,532737,1895,1353,70.8,70.95,0.96,B 
230210,532738,5966,5966,12.72,12.73,0.76,Z 
230210,532740,3404,2709,114.55,113.5,3.1,B 
230210,532741,5205,2449,365.8,357.0,8.96,B 
230210,532742,3298,3222,7918.05,7758.5,255.12,A 
230210,532744,1109,826,12.34,12.47,0.1,X 
230210,532745,5165,4728,29.75,30.8,1.41,X 
230210,532748,9521,7106,70.3,66.4,5.0,B 
230210,532749,28911,14896,411.35,410.9,61.27,A 
230210,532754,413667,152284,38.7,38.75,58.93,A 
230210,532755,20899,7064,1017.85,1015.8,71.9,A 
230210,532756,42556,14843,397.15,391.35,58.95,A 
230210,532757,2373,819,2954.7,3001.55,24.2,B 
230210,532759,377,377,15.3,15.5,0.06,T 
230210,532760,2847,1447,127.3,121.45,1.84,B 
230210,532761,162,121,47.0,47.0,0.06,B 
230210,532762,102830,50204,369.7,382.9,185.6,A 
230210,532764,217,201,145.1,146.35,0.29,B 
230210,532766,4010,4010,1.98,2.08,0.08,Z 
230210,532767,113346,113346,6.89,6.98,7.81,T 
230210,532768,3646,1743,1746.5,1747.3,30.44,B 
230210,532771,10780,8159,18.5,18.85,1.51,B 
230210,532772,173036,77902,115.9,111.7,90.29,A 
230210,532773,316,131,55.65,55.55,0.07,B 
230210,532774,800,758,52.05,51.45,0.39,B 
230210,532775,15691691,7342453,0.96,0.97,70.49,A 
230210,532776,4293,3511,25.55,25.5,0.9,B 
230210,532777,10605,4136,3811.0,3824.95,157.62,A 
230210,532779,11176,2661,453.3,449.35,12.06,A 
230210,532780,39707,28123,7.41,7.42,2.08,B 
230210,532782,3923,3532,52.65,53.4,1.86,B 
230210,532783,37515,9651,108.85,107.35,10.51,A 
230210,532784,5971,2940,577.7,571.8,16.98,A 
230210,532785,10728,6989,119.0,117.95,8.32,B 
230210,532790,8164,2914,632.6,627.0,18.43,A 
230210,532794,104230,51001,11.96,11.9,6.1,B 
230210,532795,3116407,2549852,1.64,1.69,41.82,B 
230210,532796,1173,749,242.1,237.35,1.81,B 
230210,532797,6809,4978,75.1,76.3,3.74,B 
230210,532798,35826,14106,60.9,60.9,8.59,A 
230210,532799,10014,5853,44.35,45.55,2.6,B 
230210,532800,377056,217129,34.05,34.0,73.93,A 
230210,532801,4434,4216,58.05,56.55,2.45,B 
230210,532804,3901,3252,980.3,993.95,31.88,B 
230210,532805,99776,43578,181.4,181.3,79.05,A 
230210,532806,201,201,23.45,23.45,0.05,XT
230210,532807,3382,2598,110.65,109.0,2.87,B 
230210,532808,2650,2212,415.2,426.15,9.18,B 
230210,532809,144273,72403,121.1,119.85,87.68,A 
230210,532810,191542,80049,145.75,145.4,116.67,A 
230210,532811,928,696,480.4,480.8,3.34,B 
230210,532812,201,101,9.51,9.24,0.01,B 
230210,532814,53063,14139,290.25,287.0,41.04,A 
230210,532815,883,486,73.55,74.45,0.36,B 
230210,532817,3948,3076,7.81,7.79,0.24,B 
230210,532820,22163,6726,6.94,6.71,0.47,X 
230210,532822,23686456,8500572,7.88,7.87,669.85,A 
230210,532825,29543,23077,2.63,2.75,0.61,X 
230210,532826,102,102,47.8,46.35,0.05,T 
230210,532827,1675,482,38789.55,37990.6,186.97,A 
230210,532828,8493,7211,53.95,54.0,3.89,B 
230210,532829,1140,909,86.2,86.9,0.78,X 
230210,532830,49919,22030,1940.6,2030.4,427.51,A 
230210,532832,1330357,227570,64.85,62.95,147.58,A 
230210,532834,15943,8089,149.9,148.6,12.13,B 
230210,532835,142,83,4585.05,4569.1,3.81,B 
230210,532839,759066,605191,15.35,15.75,92.9,A 
230210,532841,5826,3838,317.65,320.4,12.19,X 
230210,532842,9563,6070,513.15,480.05,31.15,B 
230210,532843,24878,8378,282.9,276.4,23.7,A 
230210,532845,3219,3209,10.24,9.76,0.33,B 
230210,532847,98144,33011,99.4,92.3,32.81,B 
230210,532848,402357,201072,204.2,196.85,410.59,A 
230210,532850,22933,22933,12.57,12.61,2.88,T 
230210,532851,254,172,594.75,594.95,1.02,B 
230210,532853,430,391,228.95,229.7,0.9,B 
230210,532855,806,800,53.75,52.1,0.43,X 
230210,532856,68942,30978,86.9,83.15,26.92,A 
230210,532859,2057,1321,1301.45,1297.3,17.19,A 
230210,532864,52991,24496,99.8,98.6,24.45,B 
230210,532867,3372,2640,86.8,87.4,2.29,B 
230210,532868,55192,8677,361.2,356.6,31.34,A 
230210,532869,10300,5541,60.6,63.9,3.36,B 
230210,532870,56248,43182,5.0,5.25,2.16,B 
230210,532872,6350,3260,188.35,189.1,6.14,A 
230210,532873,224991,224991,4.28,4.21,9.63,Z 
230210,532875,80628,51571,106.65,103.35,55.0,B 
230210,532878,3359,3279,64.65,64.85,2.12,B 
230210,532879,135,135,131.45,127.9,0.18,XT
230210,532880,5152,3205,60.9,60.3,1.95,B 
230210,532884,22949,15276,279.25,289.8,42.66,B 
230210,532885,737819,287704,27.8,27.25,79.98,A 
230210,532886,2330,2330,350.6,336.05,8.17,T 
230210,532888,130457,62013,40.15,41.1,24.9,B 
230210,532889,45470,19636,581.1,581.6,114.1,A 
230210,532890,31689,25379,21.3,20.9,5.41,B 
230210,532891,126865,115714,87.35,86.55,101.08,B 
230210,532892,5895,5054,684.0,676.4,34.57,A 
230210,532893,5378,3329,48.4,47.75,1.61,X 
230210,532894,41600,41600,13.61,13.13,5.66,T 
230210,532895,5181,3589,16.75,16.35,0.6,B 
230210,532896,16170,8073,32.65,32.85,2.64,B 
230210,532898,304406,210905,213.85,212.75,451.02,A 
230210,532899,6736,3785,529.2,512.4,20.03,A 
230210,532900,24014,12584,62.55,60.6,7.87,B 
230210,532904,704,602,21.5,21.2,0.13,B 
230210,532906,5982,2578,206.05,204.65,5.31,B 
230210,532907,5744,5744,13.5,13.24,0.78,Z 
230210,532911,37027,27792,7.56,7.66,2.1,X 
230210,532915,23968,8772,157.5,159.1,13.82,A 
230210,532916,315,140,27.0,26.85,0.04,B 
230210,532918,4665,1682,23.7,24.4,0.4,X 
230210,532921,677079,136334,583.85,582.05,795.99,A 
230210,532922,103969,42070,67.25,67.5,28.29,A 
230210,532923,25447,344,97.5,96.6,0.34,B 
230210,532924,9457,2940,270.05,267.7,7.94,A 
230210,532925,7817,5393,4.37,4.56,0.24,B 
230210,532926,23341,8596,205.4,205.1,17.66,A 
230210,532927,1776,427,1473.1,1469.35,6.29,A 
230210,532928,124263,36457,66.3,64.4,24.17,B 
230210,532929,12897,5248,495.1,502.1,25.98,A 
230210,532930,18327,5567,54.55,53.6,3.04,B 
230210,532931,24951,22901,4.81,5.0,1.1,B 
230210,532932,52400,37788,143.3,130.3,54.15,B 
230210,532933,1701,1680,23.8,23.5,0.4,X 
230210,532934,1349,1349,209.75,211.75,2.83,T 
230210,532935,27148,9391,184.05,190.8,17.28,B 
230210,532937,2571,1500,130.4,129.6,1.96,B 
230210,532939,2859497,1643175,11.66,11.72,191.59,A 
230210,532940,26141,10608,266.2,273.6,28.24,B 
230210,532941,7491,6461,67.75,66.75,4.38,B 
230210,532942,34200,15108,262.45,267.7,39.65,A 
230210,532944,38413,11222,80.15,79.7,8.99,A 
230210,532945,873608,415162,14.26,13.12,59.2,B 
230210,532946,4609,1353,43.25,43.6,0.59,B 
230210,532947,94601,34846,289.55,281.95,100.9,A 
230210,532951,49507,31123,227.1,226.65,70.68,B 
230210,532952,523,436,275.0,276.0,1.2,B 
230210,532953,7583,4778,248.75,246.4,11.89,A 
230210,532955,176940,56512,116.95,117.2,66.09,A 
230210,532957,64,64,30.2,29.7,0.02,X 
230210,532959,577045,577045,1.07,1.12,6.17,Z 
230210,532960,570355,387008,37.15,35.5,143.77,A 
230210,532966,27718,7986,213.5,210.15,17.05,B 
230210,532967,23877,11680,305.25,305.1,35.65,A 
230210,532974,2794,2154,56.7,56.15,1.22,B 
230210,532976,15784,8993,54.7,52.4,4.92,B 
230210,532977,5540,2751,3832.1,3846.55,105.42,A 
230210,532978,122675,50970,1401.35,1400.5,714.27,A 
230210,532980,4101,3145,36.1,36.4,1.14,B 
230210,532983,1689,653,865.95,847.75,5.65,B 
230210,532985,1855,1745,64.32,64.31,1.12,A 
230210,532986,4838,3786,29.05,29.45,1.1,B 
230210,532987,2358,1121,734.35,727.25,8.23,B 
230210,532988,859,580,217.25,214.25,1.26,B 
230210,532989,104,104,95.95,95.85,0.1,T 
230210,532992,10,10,16.7,18.0,0.0,X 
230210,532993,489,489,262.65,270.0,1.28,T 
230210,532994,3674,3012,58.1,58.8,1.75,B 
230210,532998,901,901,70.15,70.95,0.63,T 
230210,533001,1001,794,37.85,39.0,0.3,B 
230210,533007,5634,5245,9.77,9.87,0.51,B 
230210,533012,4974,4698,6.65,6.53,0.31,B 
230210,533014,12352,10634,35.85,34.95,3.81,X 
230210,533018,505,505,28.55,27.3,0.14,X 
230210,533019,373,373,22.5,21.5,0.08,X 
230210,533022,4949,3074,76.6,77.25,2.35,B 
230210,533023,456,259,9928.8,9922.1,25.72,A 
230210,533029,2131,2131,126.45,126.55,2.69,T 
230210,533033,3191,1767,498.15,491.65,8.8,A 
230210,533047,29072,12349,320.4,310.75,39.57,B 
230210,533056,27396,22813,50.4,51.15,11.5,X 
230210,533078,45,45,32.65,32.65,0.01,X 
230210,533080,3043,1169,965.6,944.15,11.29,A 
230210,533088,10922,5178,272.8,275.35,14.13,A 
230210,533090,1407453,1407453,0.43,0.41,6.05,T 
230210,533093,13021,13021,51.45,49.75,6.7,T 
230210,533095,107,77,3895.55,3873.75,3.0,A 
230210,533096,317687,317687,164.3,172.9,521.96,A 
230210,533098,422680,156078,40.0,40.75,62.43,A 
230210,533101,1370,1004,186.3,193.95,1.87,X 
230210,533104,2817,1804,794.9,783.95,14.34,A 
230210,533106,51711,20715,223.5,228.75,46.3,A 
230210,533107,478416,478416,2.58,2.63,12.34,Z 
230210,533108,3999,3800,15.2,15.45,0.58,X 
230210,533110,530,438,19.35,19.95,0.08,X 
230210,533121,1000,585,1281.9,1303.3,7.5,B 
230210,533122,893456,640141,3.65,3.65,23.37,A 
230210,533137,78499,58159,30.95,31.25,18.0,B 
230210,533138,1117,772,1475.8,1433.5,11.39,A 
230210,533146,37563,13157,253.9,257.9,33.41,B 
230210,533148,42269,13718,229.75,236.3,31.52,A 
230210,533149,36944,19423,4.07,4.01,0.79,X 
230210,533150,8955,3051,1208.9,1173.6,36.88,A 
230210,533151,16562,3569,103.0,105.05,3.68,B 
230210,533152,2022,2022,19.25,19.45,0.39,T 
230210,533155,128815,94499,460.35,457.7,435.03,A 
230210,533156,162539,58537,33.05,32.6,19.35,B 
230210,533158,183,114,1035.9,1037.15,1.18,B 
230210,533160,79473,37777,69.0,71.2,26.07,A 
230210,533161,166,145,96.85,96.3,0.14,B 
230210,533162,273000,99576,15.75,15.75,15.68,A 
230210,533163,5149,5149,21.0,20.85,1.08,T 
230210,533164,6863,5998,53.6,53.1,3.21,B 
230210,533166,309354,224844,2.78,2.67,6.25,B 
230210,533167,724,723,36.0,36.7,0.26,X 
230210,533168,559,459,261.85,268.8,1.2,B 
230210,533169,33896,17971,81.4,80.8,14.63,A 
230210,533170,5073,3497,116.85,119.75,4.09,X 
230210,533172,14,7,5060.1,5140.0,0.35,E 
230210,533177,5305,5305,4.25,4.05,0.23,Z 
230210,533179,5607,1911,4888.1,4824.4,93.41,A 
230210,533181,80,52,126.7,124.8,0.07,B 
230210,533189,97590,97590,1.19,1.19,1.16,Z 
230210,533192,64439,35014,26.35,25.45,9.23,B 
230210,533193,55663,22263,68.45,70.75,15.24,B 
230210,533202,22290,21847,2.53,2.52,0.55,X 
230210,533203,4910,2955,4.1,4.12,0.12,B 
230210,533206,238803,104623,32.35,32.3,33.85,A 
230210,533207,368794,368794,1.51,1.49,5.57,T 
230210,533208,1255,959,147.5,147.35,1.41,B 
230210,533210,4613,3851,48.55,48.75,1.87,B 
230210,533212,1745,906,173.7,179.7,1.57,X 
230210,533217,1952,1837,52.2,53.25,0.96,B 
230210,533218,2332,1761,76.8,77.45,1.35,B 
230210,533227,200,200,112.55,112.55,0.23,B 
230210,533229,15993,12477,167.1,168.5,20.85,A 
230210,533230,49339,40137,50.06,50.52,20.09,E 
230210,533239,126341,96975,4.51,4.57,4.37,B 
230210,533244,12169,7675,50.1,50.5,3.85,E 
230210,533248,614526,200326,101.55,98.4,203.43,A 
230210,533252,64,41,266.65,278.25,0.11,B 
230210,533259,49,40,258.35,259.1,0.1,B 
230210,533260,1754,1255,128.7,125.8,1.62,B 
230210,533261,9784,6402,28.95,29.1,1.85,B 
230210,533262,6358,4236,282.35,285.0,11.96,B 
230210,533263,1015473,418479,8.69,8.8,36.37,B 
230210,533267,3605,1526,1105.05,1173.2,16.86,B 
230210,533268,457,457,3.59,3.59,0.02,X 
230210,533269,66318,35307,332.2,324.3,117.29,B 
230210,533270,2035,1582,57.15,57.0,0.9,B 
230210,533271,51669,22105,78.25,79.15,17.3,A 
230210,533272,101833,64551,98.05,95.0,63.29,B 
230210,533273,16224,5283,859.4,844.9,45.4,A 
230210,533274,7851,4285,412.45,405.65,17.67,A 
230210,533275,78781,78781,2.96,2.99,2.33,T 
230210,533278,264188,117919,211.65,214.55,249.58,A 
230210,533282,41596,19253,517.3,499.95,99.6,A 
230210,533284,7157,4141,42.5,42.75,1.76,B 
230210,533285,1843,1693,40.0,39.85,0.68,X 
230210,533286,6082,3928,157.45,159.3,6.18,A 
230210,533287,199477,125260,5.98,5.92,7.49,B 
230210,533289,4564,4564,36.75,35.0,1.68,XT
230210,533292,20093,15552,8.34,8.2,1.3,B 
230210,533293,55447,10991,314.8,326.55,34.6,A 
230210,533294,2519,1942,17.55,17.5,0.34,B 
230210,533295,656621,264989,29.25,27.9,77.51,B 
230210,533296,2339,2334,5.3,5.07,0.12,B 
230210,533298,1608,935,20.7,20.7,0.19,B 
230210,533302,892,608,2008.2,1974.8,12.21,B 
230210,533303,99520,38245,521.2,434.35,199.33,B 
230210,533306,140,102,607.5,601.95,0.62,B 
230210,533315,2300,2065,20.45,19.5,0.42,X 
230210,533316,1123,967,135.6,135.25,1.31,B 
230210,533317,7654,7654,11.64,11.9,0.89,Z 
230210,533320,486,274,393.25,398.85,1.08,B 
230210,533326,135613,60511,50.75,49.55,30.71,A 
230210,533329,8994,6951,66.0,66.2,4.59,B 
230210,533333,36997,9166,253.35,248.45,23.22,A 
230210,533336,1001,775,666.85,670.85,5.17,B 
230210,533339,62270,31562,212.8,204.9,67.16,B 
230210,533343,1406,1134,126.95,127.15,1.44,B 
230210,533344,28154,16520,15.9,16.0,2.63,B 
230210,533385,46808,32564,99.55,101.65,32.42,E 
230210,533398,6528,2754,1014.55,1017.4,27.94,A 
230210,533400,1913914,1398538,1.16,1.15,16.22,B 
230210,533407,2515,2515,22.6,23.7,0.57,XT
230210,533408,860,829,51.16,52.02,0.42,E 
230210,533427,2485,1653,16.15,17.05,0.27,X 
230210,533451,512,364,25.0,24.55,0.09,B 
230210,533452,1374,1299,328.2,342.0,4.26,B 
230210,533470,20218,14383,346.65,335.65,49.86,B 
230210,533477,136,136,553.1,561.55,0.75,X 
230210,533482,9701,9200,3.19,3.21,0.29,B 
230210,533506,347450,301195,2.28,2.3,6.87,B 
230210,533519,843538,369035,95.05,94.0,350.77,A 
230210,533520,43987,22801,15.85,15.3,3.61,B 
230210,533540,37267,27781,15.0,15.0,4.17,B 
230210,533543,5700,2688,98.85,100.5,2.66,B 
230210,533552,24356,17761,252.9,263.05,44.92,A 
230210,533553,166005,19765,128.65,127.25,25.43,B 
230210,533570,4985,4512,48.71,49.33,2.2,E 
230210,533573,3539,1867,524.75,521.6,9.8,A 
230210,533576,56797,41500,26.35,26.0,10.94,B 
230210,533581,99235,95140,1186.55,1137.5,1128.88,A 
230210,533602,298974,231414,4.77,4.79,11.04,X 
230210,533605,19995,19995,1.28,1.32,0.26,T 
230210,533608,7427,6698,90.35,89.45,6.05,X 
230210,533629,2451,2451,7.29,7.4,0.18,T 
230210,533632,41870,40194,12.64,13.3,5.08,B 
230210,533638,1000,1000,31.95,30.7,0.32,T 
230210,533644,89840,89840,2.37,2.41,2.13,T 
230210,533655,32093,4950,280.95,283.8,13.91,A 
230210,533676,2670,2670,380.85,385.5,10.17,T 
230210,533704,53282,26689,8.77,8.65,2.34,B 
230210,533719,14,11,5230.0,5275.37,0.58,E 
230210,533758,9115,3290,1192.05,1199.0,39.22,A 
230210,533761,7731,7042,53.85,55.5,3.79,B 
230210,533896,24305,19653,16.95,15.9,3.33,X 
230210,533941,255,255,47.75,48.05,0.12,T 
230210,533982,2674,1227,40.05,40.35,0.49,B 
230210,534060,1091918,812827,2.57,2.66,20.89,X 
230210,534063,1,1,30.8,31.65,0.0,XT
230210,534064,48829,28301,25.9,27.95,7.33,X 
230210,534076,7170,3158,760.7,746.7,24.02,A 
230210,534091,14192,7961,1425.45,1410.1,113.48,A 
230210,534139,57284,15888,173.05,167.5,27.49,A 
230210,534190,1092,677,3.17,3.21,0.02,X 
230210,534309,244334,90025,34.9,34.95,31.42,A 
230210,534312,1645,1645,6.0,5.95,0.1,T 
230210,534328,30,28,157.25,155.65,0.04,B 
230210,534338,5463,5463,82.0,82.9,4.48,XT
230210,534369,5947,3654,74.35,75.7,2.72,B 
230210,534392,38708,5876,341.35,335.75,20.06,B 
230210,534422,66300,58881,6.84,6.01,4.03,X 
230210,534425,15610,7001,239.55,236.4,16.77,B 
230210,534532,3406,2283,5.33,5.4,0.12,B 
230210,534597,228389,105531,42.9,42.8,45.27,A 
230210,534598,4055,1561,13.6,13.95,0.21,B 
230210,534600,35839,26443,319.5,319.9,84.49,B 
230210,534612,15508,13569,21.35,20.7,2.9,X 
230210,534615,3553,1851,24.7,24.2,0.46,B 
230210,534618,66041,42532,545.55,511.75,232.03,X 
230210,534623,9451,7346,18.6,18.05,1.37,X 
230210,534639,1,1,14.15,14.15,0.0,X 
230210,534674,54661,54661,9.37,9.46,5.12,T 
230210,534675,26237,12006,26.8,26.95,3.22,B 
230210,534680,875,600,191.15,189.55,1.15,X 
230210,534691,28059,28059,21.7,22.55,6.09,XT
230210,534732,3966,3966,19.4,19.75,0.77,XT
230210,534733,29903,27129,4.02,4.23,1.09,X 
230210,534741,1048275,880788,1.09,1.09,9.6,X 
230210,534742,2554,1630,150.6,150.7,2.45,B 
230210,534748,30531,20404,12.83,13.08,2.62,A 
230210,534755,33151,19820,0.86,0.85,0.17,X 
230210,534758,38657,22598,672.1,686.6,151.88,B 
230210,534796,432,421,16.3,17.15,0.07,X 
230210,534804,18973,12714,625.65,637.7,79.55,B 
230210,534809,29279,29279,33.6,35.35,9.84,B 
230210,534816,561946,62658,168.05,159.3,105.3,A 
230210,534976,341,168,2554.4,2539.85,4.29,A 
230210,535136,9056,7388,440.55,449.0,32.55,X 
230210,535204,9111,5150,4.26,4.18,0.22,X 
230210,535205,2878,2868,4.98,4.81,0.14,X 
230210,535267,69010,31524,112.0,111.7,35.31,X 
230210,535276,5730,4391,650.03,650.42,28.54,A 
230210,535322,59055,12305,238.0,233.85,29.29,B 
230210,535431,100268,95077,2.79,2.7,2.65,B 
230210,535458,901,886,19.35,18.85,0.17,B 
230210,535566,550,471,96.9,96.8,0.46,X 
230210,535601,954,851,194.35,194.3,1.65,B 
230210,535602,1739,1414,654.15,659.95,9.25,B 
230210,535620,32,32,92.0,95.4,0.03,X 
230210,535621,62,61,49.0,49.2,0.03,X 
230210,535648,2596,1219,626.85,636.5,7.64,A 
230210,535657,36824,30952,16.34,16.25,5.06,X 
230210,535667,802,802,33.0,33.9,0.26,X 
230210,535693,7140,6037,28.15,27.5,1.7,X 
230210,535719,86306,49695,80.65,81.7,40.08,X 
230210,535730,155468,138922,1.68,1.69,2.33,X 
230210,535754,39715,11429,123.2,122.1,14.08,A 
230210,535755,61320,12052,254.4,256.25,30.66,A 
230210,535789,370829,119367,117.8,118.45,140.61,A 
230210,535917,36000,30000,7.39,6.72,2.22,M 
230210,535958,41170,41170,7.1,7.11,2.92,T 
230210,536264,5195,3327,401.2,401.8,13.35,X 
230210,536493,435,301,454.5,463.8,1.37,X 
230210,536507,65386,65386,6.16,6.28,4.03,T 
230210,536659,27613,25680,16.39,16.09,4.21,X 
230210,536672,58318,41650,7.34,7.11,3.06,X 
230210,536709,7398,5242,11.51,10.8,0.6,X 
230210,536773,330,265,429.9,428.95,1.14,B 
230210,536846,2636,2636,9.45,9.0,0.25,XT
230210,536868,8201,7274,13.96,14.1,1.02,X 
230210,536960,11563,7694,32.98,32.84,2.54,B 
230210,536965,10000,10000,7.04,6.75,0.7,XT
230210,536974,37826,27239,20.9,21.3,5.69,X 
230210,537007,5748,4047,194.43,194.69,7.87,B 
230210,537008,232,147,193.4,194.0,0.28,B 
230210,537069,4084,3678,25.5,25.8,0.94,X 
230210,537253,13286,8245,75.0,74.25,6.18,X 
230210,537254,3231,3231,5.21,5.19,0.17,XT
230210,537259,1015,533,379.5,375.05,2.02,X 
230210,537291,1076,348,158.85,155.1,0.55,B 
230210,537292,2020,1359,94.6,95.55,1.29,B 
230210,537326,644,644,14.7,14.75,0.09,B 
230210,537392,4531,3937,16.9,17.85,0.67,X 
230210,537483,714,447,183.99,183.68,0.82,B 
230210,537524,39512,39512,0.78,0.78,0.31,Z 
230210,537536,632,382,80.3,81.65,0.31,X 
230210,537573,95200,55200,32.55,32.9,17.97,M 
230210,537582,70000,70000,1.92,2.02,1.34,M 
230210,537707,19416,13993,56.85,54.15,7.96,X 
230210,537708,597,371,190.34,190.33,0.71,B 
230210,537709,34971,25117,5.45,5.35,1.37,X 
230210,537750,1157,731,141.3,145.35,1.03,X 
230210,537766,99919,92022,4.65,4.37,4.28,B 
230210,537785,22500,19375,200.0,207.5,38.75,M 
230210,537800,2285946,1867743,2.44,2.22,45.57,X 
230210,537820,7599,7599,2.76,2.89,0.21,T 
230210,537839,2250,2250,51.65,51.25,1.16,XT
230210,537985,987,540,43.95,42.25,0.24,X 
230210,538057,24933,19624,37.95,37.92,7.45,A 
230210,538081,12418,9305,4.74,4.7,0.44,X 
230210,538092,136,136,79.0,80.95,0.11,X 
230210,538119,237918,100526,30.8,30.55,30.96,B 
230210,538180,1832078,1832078,0.55,0.56,10.08,Z 
230210,538212,323228,246182,1.29,1.28,3.18,X 
230210,538268,8906,4658,393.25,399.55,18.32,B 
230210,538273,10,10,29.25,30.75,0.0,XT
230210,538351,27907,20592,16.6,16.24,3.42,X 
230210,538365,9796,9796,23.2,22.1,2.27,T 
230210,538382,71,71,455.0,473.9,0.32,XT
230210,538395,102,102,44.45,46.75,0.05,XT
230210,538401,7650,6421,57.05,58.95,3.66,X 
230210,538402,9,9,77.7,74.0,0.01,T 
230210,538446,26688,20486,155.0,156.65,31.75,B 
230210,538451,150,150,31.9,33.5,0.05,X 
230210,538464,1938,1938,2.17,2.2,0.04,X 
230210,538476,21973,21973,29.6,29.45,6.5,XT
230210,538496,6000,6000,5.02,5.15,0.3,M 
230210,538521,5000,5000,20.75,20.75,1.04,X 
230210,538539,1533,1533,5.8,6.08,0.09,XT
230210,538540,149444,93611,1.03,1.03,0.96,X 
230210,538542,448,448,6.49,6.02,0.03,X 
230210,538546,2989,1512,63.9,63.65,0.97,B 
230210,538556,2,2,29.45,29.45,0.0,X 
230210,538562,17637,4053,101.2,99.75,4.1,B 
230210,538564,376,351,251.1,252.25,0.88,X 
230210,538565,4855,2762,351.35,346.55,9.7,X 
230210,538567,346,329,437.35,434.55,1.44,B 
230210,538568,201,201,39.1,40.1,0.08,XT
230210,538569,226016,120140,2.25,2.16,2.7,X 
230210,538579,104000,104000,13.31,12.68,13.84,MT
230210,538596,1469,1216,3.99,4.08,0.05,X 
230210,538597,10260,7660,12.21,12.38,0.94,X 
230210,538598,150221,102318,19.65,20.65,20.11,B 
230210,538607,847319,621431,15.0,15.2,93.21,X 
230210,538610,7679,7679,23.95,24.5,1.84,XT
230210,538611,1320,1320,40.05,42.15,0.53,Z 
230210,538634,6306,6306,164.1,158.55,10.35,XT
230210,538635,52677,13052,35.75,36.1,4.67,B 
230210,538646,3598,2460,41.4,42.7,1.02,X 
230210,538647,5,5,18.65,17.8,0.0,X 
230210,538666,5314,2163,470.25,475.65,10.17,A 
230210,538674,1000,1000,6.43,6.44,0.06,Z 
230210,538683,1688,1353,669.71,669.78,9.06,A 
230210,538685,3376,2653,125.3,128.2,3.32,B 
230210,538706,9539,7251,24.65,24.7,1.79,X 
230210,538707,522,422,39.0,38.15,0.16,X 
230210,538708,2464,1745,8.58,8.05,0.15,X 
230210,538713,1063,903,32.2,32.0,0.29,X 
230210,538714,855,785,55.0,53.3,0.43,X 
230210,538715,3727,3316,115.7,121.4,3.84,X 
230210,538730,2686,2154,313.65,319.2,6.76,B 
230210,538732,77,77,49.0,48.85,0.04,B 
230210,538733,128,120,6.95,6.95,0.01,B 
230210,538734,58,52,149.4,147.5,0.08,B 
230210,538742,54,54,18.75,17.9,0.01,X 
230210,538770,1408,949,13.39,13.08,0.13,X 
