Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
230210,538772,31741,29039,31.75,32.85,9.22,X 
230210,538778,46625,32981,92.5,95.55,30.51,X 
230210,538787,12381,11015,7.99,7.61,0.88,X 
230210,538788,9544,8068,13.56,13.95,1.09,X 
230210,538794,2000,2000,63.55,69.6,1.27,M 
230210,538795,577,470,257.35,266.0,1.21,X 
230210,538812,35918,35918,14.1,13.45,5.06,XT
230210,538817,5500,3000,609.0,582.15,18.27,M 
230210,538833,11172,10557,10.06,10.07,1.06,X 
230210,538834,12385,11782,15.75,15.65,1.86,X 
230210,538835,39965,12451,464.2,465.7,57.8,A 
230210,538836,5654,2947,601.1,604.65,17.71,B 
230210,538837,13042,12244,52.15,50.45,6.39,X 
230210,538838,1062,1062,49.8,51.4,0.53,XT
230210,538857,1300,1300,5.0,5.0,0.06,XT
230210,538860,267128,171222,1.26,1.22,2.16,X 
230210,538862,1,1,10.51,11.03,0.0,XT
230210,538868,5427,5022,40.55,40.85,2.04,X 
230210,538874,235,144,11.1,11.63,0.02,X 
230210,538875,123479,89078,20.4,20.45,18.17,X 
230210,538881,101,101,12.1,12.73,0.01,XT
230210,538882,4453,2450,27.9,27.75,0.68,X 
230210,538890,26318,19131,81.1,80.3,15.52,X 
230210,538891,15793,13221,446.35,447.0,59.01,X 
230210,538894,1,1,26.45,25.6,0.0,X 
230210,538895,94,94,23.95,22.85,0.02,XT
230210,538896,8082,7530,421.65,422.1,31.75,X 
230210,538902,500,340,217.5,219.25,0.74,B 
230210,538918,3582,3582,10.3,10.3,0.37,XT
230210,538920,45298,28802,46.6,46.3,13.42,X 
230210,538921,625,625,335.0,335.0,2.09,M 
230210,538922,4151,3890,22.1,21.8,0.86,X 
230210,538923,55876,53469,94.75,94.75,50.66,X 
230210,538928,2976,2976,158.9,151.9,4.73,XT
230210,538935,2,2,28.85,28.85,0.0,XT
230210,538942,1214,1154,18.2,18.0,0.21,X 
230210,538943,1811,1516,79.5,81.55,1.21,X 
230210,538952,3950,3050,1.87,1.95,0.06,X 
230210,538961,11001,6498,16.2,16.1,1.05,B 
230210,538962,16111,7001,204.5,202.2,14.32,A 
230210,538964,21,21,803.75,821.0,0.17,XT
230210,538965,3336,2731,30.1,30.7,0.82,X 
230210,538970,206622,129871,58.15,58.65,75.52,A 
230210,538975,17338,17338,18.8,18.6,3.26,XT
230210,538979,165,156,311.4,313.2,0.49,B 
230210,538987,537,356,544.55,537.15,1.94,X 
230210,538992,9499,9494,944.0,899.95,89.62,X 
230210,539005,10,10,43.65,45.45,0.0,XT
230210,500002,21452,9458,3164.6,3128.75,299.31,A 
230210,500003,25087,12416,354.65,352.7,44.03,A 
230210,500008,24706,13369,606.25,611.95,81.05,A 
230210,500009,21842,17875,23.35,23.4,4.17,X 
230210,500010,17845,13929,2688.25,2670.05,374.45,A 
230210,500012,124243,98099,63.85,60.65,62.64,X 
230210,500013,14393,14393,12.88,12.34,1.85,T 
230210,500014,17766,11752,5.49,5.4,0.65,X 
230210,500016,1538,1485,13.5,13.34,0.2,X 
230210,500020,55111,28476,70.7,71.55,20.13,B 
230210,500023,3302,892,77.75,78.0,0.69,B 
230210,500027,896,414,7168.9,7191.2,29.68,A 
230210,500028,11439,11439,8.61,8.95,0.98,XT
230210,500031,11605,2287,1196.55,1179.7,27.37,A 
230210,500032,538610,249501,13.96,13.73,34.83,A 
230210,500033,10694,6141,1342.9,1443.15,82.47,B 
230210,500034,24341,6187,6435.0,6454.05,398.13,A 
230210,500038,49248,17249,363.55,363.0,62.71,A 
230210,500039,19471,8151,215.45,217.15,17.56,B 
230210,500040,3417,1503,649.9,653.1,9.77,A 
230210,500041,21,19,2757.5,2770.15,0.52,B 
230210,500042,788,492,2315.8,2338.65,11.39,A 
230210,500043,4865,1783,1520.3,1515.15,27.11,A 
230210,500048,7128,2230,1377.45,1379.25,30.72,A 
230210,500049,468278,219651,96.25,95.8,211.41,A 
230210,500052,14586,6749,106.95,106.8,7.22,A 
230210,500058,7341,7341,9.59,9.55,0.7,XT
230210,500060,21460,7847,141.3,143.75,11.09,B 
230210,500067,2446,1290,1374.0,1366.9,17.72,A 
230210,500068,1267,1009,8092.7,8312.35,81.66,X 
230210,500069,580,281,183.3,179.45,0.52,X 
230210,500074,7567,5334,63.95,64.4,3.41,B 
230210,500078,2273,2000,409.5,392.6,8.19,B 
230210,500083,5526,3609,9.52,9.51,0.34,B 
230210,500084,89484,64742,73.4,72.9,47.52,A 
230210,500085,28844,4494,298.1,296.6,13.4,A 
230210,500086,194373,53843,180.0,179.6,96.92,A 
230210,500087,35358,9852,1032.95,1021.0,101.77,A 
230210,500089,541,537,400.0,378.0,2.15,B 
230210,500092,5413,4348,3176.6,3146.35,138.12,A 
230210,500093,315422,112137,328.65,311.4,368.54,A 
230210,500096,19267,8165,532.15,533.3,43.45,A 
230210,500097,1962,1125,347.5,336.2,3.91,A 
230210,500101,36792,21291,84.3,84.0,17.95,A 
230210,500102,854390,854390,0.86,0.82,7.35,Z 
230210,500103,800049,208663,75.35,76.35,157.23,A 
230210,500104,300526,148971,232.75,232.1,346.73,A 
230210,500106,3145831,831207,12.06,11.88,100.24,A 
230210,500108,153872,50665,22.2,22.2,11.25,B 
230210,500109,175953,67873,54.0,54.55,36.65,A 
230210,500110,27803,12613,240.9,240.8,30.38,A 
230210,500112,361598,100064,552.95,550.65,553.3,A 
230210,500113,447160,90149,84.5,85.3,76.18,A 
230210,500114,10567,4654,2468.3,2462.15,114.87,A 
230210,500116,874224,218337,49.5,50.0,108.08,A 
230210,500117,57554,34365,49.65,50.5,17.06,B 
230210,500119,12337,5747,215.9,212.0,12.41,A 
230210,500120,3974,3323,430.05,434.35,14.29,X 
230210,500123,252,168,4362.1,4241.65,7.33,B 
230210,500124,2374,740,4498.1,4486.65,33.29,A 
230210,500125,8469,2842,521.25,510.65,14.81,A 
230210,500126,750,537,4699.15,4676.0,25.23,A 
230210,500128,44893,29440,35.5,35.4,10.45,B 
230210,500133,85,65,3883.95,3879.9,2.52,A 
230210,500135,93553,31785,160.4,155.8,50.98,A 
230210,500136,2930,2333,121.95,121.7,2.85,B 
230210,500142,1025,1025,6.59,6.59,0.07,X 
230210,500143,1503,1402,71.9,73.5,1.01,X 
230210,500144,11620,2899,562.75,561.45,16.31,A 
230210,500147,1845,1770,1573.15,1539.9,27.84,X 
230210,500148,7422,3687,519.3,524.5,19.15,A 
230210,500150,94,14,1940.9,1942.5,0.27,B 
230210,500151,127,127,63.8,62.05,0.08,Z 
230210,500153,11971,9079,146.55,145.6,13.31,B 
230210,500159,2650,1762,83.55,83.0,1.47,X 
230210,500160,306208,221591,6.34,6.04,14.05,B 
230210,500163,1577,559,1788.7,1814.8,10.0,A 
230210,500164,1966,1036,427.4,429.15,4.43,A 
230210,500165,13430,9295,419.1,418.2,38.96,A 
230210,500166,1427,1092,191.2,190.85,2.09,X 
230210,500168,583,494,1063.55,1060.4,5.25,B 
230210,500170,15953,12900,44.15,45.85,5.7,X 
230210,500171,6983,4677,507.65,506.25,23.74,A 
230210,500173,8215,7262,62.8,62.1,4.56,B 
230210,500174,3666,3666,2.8,2.94,0.1,B 
230210,500179,61196,43041,15.15,15.2,6.52,B 
230210,500180,43596,12448,1656.45,1649.3,206.19,A 
230210,500182,17151,5677,2584.65,2559.45,146.73,A 
230210,500183,1383927,1085459,69.9,68.6,758.74,A 
230210,500184,195325,71968,91.95,90.95,66.17,A 
230210,500185,1524974,402899,15.1,15.15,60.84,A 
230210,500186,32423,9956,131.55,129.65,13.1,A 
230210,500187,52426,17467,340.2,347.05,59.42,A 
230210,500188,21427,9545,329.85,327.6,31.48,A 
230210,500189,3109,3109,120.4,123.0,3.74,T 
230210,500191,3468,3468,31.75,31.6,1.1,Z 
230210,500192,11748,11748,2.06,2.16,0.24,XT
230210,500193,41571,29960,10.92,11.18,3.27,B 
230210,500199,1634,915,454.05,454.15,4.15,B 
230210,500201,4201,1890,622.35,625.8,11.76,A 
230210,500202,228,228,6.95,6.95,0.02,X 
230210,500206,2427,2086,32.0,32.4,0.67,X 
230210,500207,3703,3206,52.45,52.15,1.68,B 
230210,500209,337838,207362,1607.95,1617.7,3334.28,A 
230210,500210,1868,1529,1978.3,1942.85,30.25,A 
230210,500213,2394,2388,207.0,204.65,4.94,X 
230210,500214,26930,6177,3151.9,2873.4,194.69,A 
230210,500215,168,137,901.1,878.1,1.23,B 
230210,500219,754180,393147,30.5,28.7,119.91,A 
230210,500220,10336,9108,133.85,130.1,12.19,X 
230210,500223,989344,656217,2.82,2.87,18.51,X 
230210,500227,7325,5820,705.8,716.3,41.08,A 
230210,500228,36920,13263,718.9,724.2,95.35,A 
230210,500231,1663,1554,60.1,60.25,0.93,B 
230210,500233,3432,1598,1116.1,1084.25,17.84,A 
230210,500234,1095,526,197.2,195.9,1.04,B 
230210,500235,3571,1924,322.5,330.6,6.2,B 
230210,500236,11137,11137,2.21,2.28,0.25,XT
230210,500238,5418,2937,1291.7,1282.75,37.94,A 
230210,500239,3196,1704,28.1,28.1,0.48,X 
230210,500240,1108,929,118.2,118.0,1.1,X 
230210,500241,82350,27088,390.9,353.95,105.89,B 
230210,500243,335,307,2117.5,2097.0,6.5,B 
230210,500245,27712,8518,375.45,387.1,31.98,A 
230210,500246,2014,1526,67.4,64.5,1.03,X 
230210,500247,12297,5178,1771.55,1770.5,91.73,A 
230210,500248,1121,1121,3.99,4.19,0.04,X 
230210,500249,296,126,1848.2,1787.15,2.33,A 
230210,500250,4056,1163,663.95,661.0,7.72,A 
230210,500251,45410,14611,1328.0,1342.45,194.03,A 
230210,500252,367,118,11417.15,11437.05,13.47,A 
230210,500253,39908,10697,377.6,380.15,40.39,A 
230210,500257,58748,23050,737.2,774.05,169.92,A 
230210,500259,13920,10109,124.2,121.8,12.56,B 
230210,500260,7449,3026,733.25,724.15,22.19,A 
230210,500262,2585,2585,12.45,12.84,0.32,T 
230210,500264,3245,2697,55.05,54.5,1.48,X 
230210,500265,11104,8038,319.0,325.7,25.64,A 
230210,500266,114,85,4577.35,4530.2,3.89,A 
230210,500267,4347,3355,143.45,148.65,4.81,X 
230210,500268,130821,72342,68.5,70.5,49.55,A 
230210,500270,8418,8418,283.15,277.4,23.84,XT
230210,500271,12944,3106,744.2,745.3,23.11,A 
230210,500277,3277,3277,9.28,9.08,0.3,XT
230210,500279,55666,43166,15.0,15.7,6.47,B 
230210,500280,1769,1263,371.3,367.85,4.69,B 
230210,500284,36351,31419,171.95,163.8,54.02,X 
230210,500285,99198,63567,35.05,35.05,22.28,A 
230210,500288,178416,34493,28.45,28.0,9.81,A 
230210,500290,422,159,88980.8,88911.05,141.48,A 
230210,500292,13402,6917,175.4,173.95,12.13,A 
230210,500294,465434,215230,93.65,93.0,201.56,A 
230210,500295,170753,62939,310.65,310.1,195.52,A 
230210,500296,1211,819,240.85,240.8,1.97,B 
230210,500298,1797,1541,1434.95,1381.9,22.11,X 
230210,500300,4933,1141,1636.05,1642.85,18.67,A 
230210,500302,273101,65998,891.1,837.8,588.11,A 
230210,500304,50403,30759,353.05,348.75,108.59,A 
230210,500306,19544,14613,50.3,49.95,7.35,X 
230210,500307,68040,62876,380.8,358.45,239.43,B 
230210,500312,279085,131687,146.65,146.2,193.12,A 
230210,500313,1248,1040,14.5,15.45,0.15,B 
230210,500314,34778,28594,70.45,70.3,20.14,B 
230210,500317,1217,965,32.9,33.05,0.32,B 
230210,500319,5127,4705,58.35,57.8,2.75,X 
230210,500325,127318,59480,2336.35,2355.4,1389.66,A 
230210,500327,52293,33857,7.72,7.67,2.61,B 
230210,500330,21958,6589,1313.0,1326.4,86.51,A 
230210,500331,10909,5261,2316.25,2327.1,121.86,A 
230210,500333,2080,1314,786.75,771.9,10.34,B 
230210,500335,1618,869,907.9,910.2,7.89,A 
230210,500336,32388,13276,641.65,677.35,85.19,A 
230210,500337,1171,1130,100.65,100.4,1.14,B 
230210,500338,14098,5056,104.8,102.4,5.3,A 
230210,500339,33370,15482,171.25,169.15,26.51,A 
230210,500343,1138,1072,27.15,28.0,0.29,B 
230210,500346,3339,1730,31.45,31.95,0.54,B 
230210,500350,35432,19308,158.05,166.3,30.52,B 
230210,500354,8020,5910,45.8,43.75,2.71,B 
230210,500355,120885,9694,207.0,207.45,20.07,A 
230210,500356,1008,1008,13.9,13.74,0.14,B 
230210,500357,181,161,25.45,24.6,0.04,X 
230210,500358,501,501,3.89,3.89,0.02,X 
230210,500360,1691,1128,53.35,54.0,0.6,X 
230210,500365,393180,353068,15.4,16.0,54.37,X 
230210,500366,63266,63266,2.88,2.91,1.82,Z 
230210,500367,34476,26362,67.5,68.9,17.79,X 
230210,500368,14476,14476,951.05,948.75,137.67,T 
230210,500370,4949,4767,36.4,34.55,1.74,X 
230210,500378,365553,100546,141.95,139.2,142.73,A 
230210,500380,5088,1024,757.35,756.2,7.76,A 
230210,500387,1178,114,23959.2,23196.9,27.31,A 
230210,500390,120049,52919,130.95,127.25,69.3,A 
230210,500400,632212,261152,204.8,205.55,534.84,A 
230210,500402,3428,2677,27.55,26.85,0.74,B 
230210,500403,5546,3117,1000.45,981.15,31.18,A 
230210,500404,87320,23469,143.4,147.6,33.65,B 
230210,500405,1521,1046,390.55,389.65,4.09,A 
230210,500407,278,245,1577.55,1586.3,3.86,B 
230210,500408,4276,1365,6679.5,6684.85,91.18,A 
230210,500410,47521,10420,1881.0,1916.5,196.0,A 
230210,500411,3755,1769,2129.0,2117.15,37.66,A 
230210,500412,16046,7013,176.3,171.25,12.36,A 
230210,500413,103748,14083,67.05,68.35,9.44,A 
230210,500414,95341,95341,118.8,119.7,113.27,XT
230210,500418,96,85,93.8,95.0,0.08,B 
230210,500420,1206,727,1523.0,1541.45,11.07,A 
230210,500422,10374,6442,24.05,23.95,1.55,X 
230210,500425,823611,369476,361.05,358.0,1333.99,A 
230210,500426,1248164,1079498,1.68,1.83,18.14,X 
230210,500429,69628,23278,174.5,159.95,40.62,B 
230210,500439,66,47,2832.55,2804.9,1.33,B 
230210,500440,119970,38235,433.15,444.35,165.61,A 
230210,500444,94988,33980,533.35,559.05,181.23,A 
230210,500449,43716,32742,28.6,27.4,9.36,B 
230210,500456,5828,4530,30.85,30.75,1.4,B 
230210,500458,6247,6247,8.44,8.55,0.53,XT
230210,500459,136,105,13841.8,13635.95,14.53,A 
230210,500460,69565,32452,134.9,125.2,43.78,B 
230210,500463,2593,2138,120.65,120.5,2.58,B 
230210,500464,22450,9288,116.7,125.0,10.84,B 
230210,500467,1116,903,134.05,135.3,1.21,B 
230210,500469,170623,49677,131.4,129.9,65.28,A 
230210,500470,2077013,819762,108.8,111.25,891.9,A 
230210,500472,1196,546,4363.25,4465.05,23.82,A 
230210,500477,520306,151175,147.25,148.75,222.61,A 
230210,500480,25120,5427,1600.8,1577.7,86.88,A 
230210,500483,12073,3218,1232.95,1234.75,39.68,A 
230210,500488,976,188,20743.6,20861.15,39.0,A 
230210,500490,316,224,6098.0,6052.45,13.66,A 
230210,500493,15000,6850,883.5,869.45,60.52,A 
230210,500495,52267,11541,2058.85,1971.95,237.61,A 
230210,500500,55135,55135,15.6,15.15,8.6,T 
230210,500510,32419,13341,2162.95,2146.6,288.56,A 
230210,500520,88534,21292,1365.2,1372.6,290.68,A 
230210,500530,126,47,17498.55,17513.8,8.22,A 
230210,500540,42144,42144,3.1,3.1,1.31,T 
230210,500547,29259,8901,333.8,333.65,29.71,A 
230210,500550,8986,3111,3131.8,3105.3,97.43,A 
230210,500570,453624,98611,445.6,436.65,439.41,A 
230210,500575,261329,118738,849.95,825.05,1009.21,A 
230210,500620,5047,1352,618.8,615.95,8.37,A 
230210,500645,25897,14426,622.7,630.95,89.83,A 
230210,500650,657,596,1056.45,1055.1,6.3,B 
230210,500655,956,854,637.45,648.15,5.44,B 
230210,500660,3486,1832,1251.45,1264.7,22.93,A 
230210,500670,39792,19230,535.65,531.8,103.01,A 
230210,500672,407,295,619.3,626.35,1.83,B 
230210,500674,1827,946,5357.5,5317.45,50.68,A 
230210,500680,1733,779,3958.45,3868.85,30.84,A 
230210,500690,100921,27933,128.5,127.4,35.89,A 
230210,500696,34082,16015,2578.15,2586.95,412.89,A 
230210,500710,5193,2406,2314.6,2226.65,55.69,A 
230210,500730,12557,5391,212.1,208.85,11.43,A 
230210,500770,73906,47412,1020.8,1012.5,483.98,A 
230210,500777,12319,8356,84.65,84.45,7.07,B 
230210,500780,2211,1871,129.5,128.5,2.42,B 
230210,500790,801,380,19032.2,19001.3,72.32,A 
230210,500800,22618,9509,726.4,721.85,69.07,A 
230210,500820,56005,25397,2804.9,2815.3,712.36,A 
230210,500825,5196,1848,4619.05,4637.6,85.36,A 
230210,500830,4444,2138,1466.2,1468.1,31.35,A 
230210,500840,37423,20823,172.85,169.6,35.99,A 
230210,500850,129527,65711,323.55,319.7,212.61,A 
230210,500870,27636,16702,119.25,119.75,19.92,A 
230210,500875,335234,142955,371.3,374.35,530.79,A 
230210,500877,73829,29078,330.2,333.65,96.02,A 
230210,500878,2739,1461,1509.1,1522.55,22.05,A 
230210,500890,153,153,69.5,67.05,0.11,T 
230210,500940,77726,18784,177.8,175.55,33.4,A 
230210,501148,43,43,231.5,227.0,0.1,XT
230210,501150,9933,7316,22.2,22.5,1.62,B 
230210,501295,768,610,89.6,90.0,0.55,B 
230210,501298,177,146,1786.0,1790.0,2.61,X 
230210,501301,3722,1704,2259.85,2246.65,38.51,A 
230210,501311,1,1,12.96,12.35,0.0,X 
230210,501314,184957,126962,2.23,2.23,2.83,X 
230210,501343,10817,7563,34.4,28.7,2.6,B 
230210,501370,502,430,124.0,128.55,0.53,X 
230210,501391,101,51,289.0,275.8,0.15,X 
230210,501421,120,120,195.5,205.75,0.23,XT
230210,501423,430,227,1478.4,1496.35,3.36,B 
230210,501425,8472,2358,922.9,910.6,21.76,A 
230210,501430,6,6,672.0,684.95,0.04,X 
230210,501455,90876,31607,139.1,137.15,43.97,A 
230210,501622,442,442,30.0,30.45,0.13,XT
230210,501700,948,948,60.95,59.55,0.58,XT
230210,501831,8653,6502,255.1,252.45,16.59,B 
230210,501833,2635,2635,12.69,13.35,0.33,XT
230210,501848,1700,1678,42.25,40.0,0.71,X 
230210,502015,120368,19464,14.02,14.72,2.73,X 
230210,502090,2743,2203,214.25,214.2,4.72,B 
230210,502137,255,153,468.6,464.05,0.72,B 
230210,502157,1090,749,272.95,272.95,2.04,B 
230210,502168,33858,11978,176.5,164.15,21.14,B 
230210,502175,7624,5719,54.25,53.3,3.1,X 
230210,502180,22574,6067,67.75,67.55,4.11,B 
230210,502219,6619,2663,483.45,479.25,12.87,A 
230210,502250,3,3,386.0,370.5,0.01,XT
230210,502281,11876,11876,22.7,23.85,2.7,XT
230210,502294,709,563,37.55,37.5,0.21,X 
230210,502330,17343,11001,441.0,449.0,48.51,B 
230210,502355,6576,3142,2306.35,2302.7,72.47,A 
230210,502420,334250,77517,40.7,42.05,31.55,B 
230210,502445,155,155,21.0,21.0,0.03,XT
230210,502448,32194,18761,1.27,1.28,0.24,B 
230210,502450,2308,1754,265.75,266.7,4.66,B 
230210,502563,1,1,2.35,2.35,0.0,Z 
230210,502587,428,389,61.75,61.9,0.24,X 
230210,502742,376283,376283,2.21,2.25,8.32,T 
230210,502820,9714,7125,78.05,86.5,5.56,B 
230210,502865,2069,1703,635.35,639.95,10.82,B 
230210,502873,620,354,97.75,97.0,0.35,X 
230210,502893,1,1,52.9,50.4,0.0,X 
230210,502933,277,263,241.95,254.85,0.64,X 
230210,502937,34221,13050,57.6,57.45,7.52,B 
230210,502958,16,9,3959.0,3913.2,0.36,X 
230210,502986,17457,8731,305.95,301.2,26.71,A 
230210,503031,14539,9281,12.04,12.26,1.12,B 
230210,503092,731,681,23.55,24.15,0.16,X 
230210,503100,4520,1893,1383.65,1366.1,26.19,A 
230210,503101,5508,5280,253.9,250.4,13.41,B 
230210,503127,1,1,3530.0,3625.1,0.04,XT
230210,503162,2626,2106,150.15,159.45,3.16,B 
230210,503169,607,444,197.25,196.0,0.88,B 
230210,503229,5,5,82.45,79.0,0.0,X 
230210,503310,21914,8728,272.35,276.9,23.77,A 
230210,503349,2,2,2613.75,2550.0,0.05,XT
230210,503624,1723,1511,6.35,6.27,0.1,X 
230210,503641,4602,3460,33.0,33.4,1.14,X 
230210,503657,21231,21231,10.59,10.83,2.25,XT
230210,503663,172083,142493,3.85,3.82,5.49,X 
230210,503675,148031,117069,0.85,0.86,1.0,X 
230210,503722,9689,6271,130.45,136.05,8.18,B 
230210,503772,173,117,80.0,80.0,0.09,X 
230210,503776,106,106,34.1,35.3,0.04,XT
230210,503804,91,75,548.2,564.75,0.41,X 
230210,503806,151641,130701,2290.0,2216.9,2993.05,A 
230210,503811,3159,2415,486.8,487.75,11.76,A 
230210,503816,13173,11327,32.0,29.3,3.62,X 
230210,503960,5366,1711,2788.1,2713.45,47.7,B 
230210,504000,43691,36940,68.0,68.05,25.12,B 
230210,504028,113817,84920,83.8,83.4,71.16,X 
230210,504036,721,606,217.55,208.95,1.32,B 
230210,504058,457,380,363.85,369.3,1.38,B 
230210,504067,286027,173705,262.3,253.35,455.63,A 
230210,504076,8905,7299,18.1,18.2,1.32,X 
230210,504080,2,2,443.15,466.45,0.01,XT
230210,504084,181,112,6821.8,7150.15,7.64,X 
230210,504092,10618,10618,117.65,123.8,12.49,XT
230210,504093,4889,3909,253.1,256.15,9.89,X 
230210,504112,5688,3745,620.4,622.2,23.23,B 
230210,504132,5268,4077,778.3,800.55,31.73,X 
230210,504176,8748,5246,348.15,353.1,18.26,X 
230210,504180,5187,3818,28.5,28.35,1.09,X 
230210,504212,3713,1798,331.8,330.8,5.97,B 
230210,504240,1974,1973,72.25,70.5,1.43,X 
230210,504258,1575,1364,830.3,821.75,11.33,X 
230210,504273,28828,28828,12.4,11.83,3.57,Z 
230210,504286,1608,544,70.65,73.0,0.38,B 
230210,504340,20,10,14.13,14.41,0.0,X 
230210,504341,4358,2286,42.25,43.9,0.97,X 
230210,504356,2990,2990,7.08,6.75,0.21,XT
230210,504378,21826,21423,5.24,5.26,1.12,X 
230210,504380,2677,2068,113.85,110.95,2.35,X 
230210,504392,1981,1981,107.3,109.75,2.13,XT
230210,504397,43,43,45.0,47.25,0.02,XT
230210,504605,416,353,675.55,664.0,2.38,X 
230210,504614,5321,3313,1118.6,1080.3,37.06,A 
230210,504646,46,26,226.85,246.95,0.06,X 
230210,504648,1768,1302,23.0,22.15,0.3,X 
230210,504697,3153,3153,1.9,1.9,0.06,Z 
230210,504731,125,125,21.0,20.0,0.03,XT
230210,504741,23816,15133,150.35,155.1,22.75,B 
230210,504786,859,809,293.2,289.2,2.37,X 
230210,504810,228,178,42.6,44.0,0.08,X 
230210,504840,107,102,2132.2,2128.6,2.17,X 
230210,504879,6515,4957,27.15,27.0,1.35,B 
230210,504882,177,74,5112.95,5041.3,3.78,A 
230210,504908,396,384,375.0,370.0,1.44,X 
230210,504918,37507,17874,950.6,970.15,169.91,A 
230210,504959,157,157,2120.0,2095.65,3.33,X 
230210,504961,2454,2454,68.0,68.15,1.67,XT
230210,504966,12167,7356,315.85,322.2,23.23,A 
230210,504973,7292,1458,623.3,620.5,9.09,A 
230210,504988,21,16,738.6,733.0,0.12,X 
230210,505010,2272,744,2503.05,2461.3,18.62,B 
230210,505036,589,459,828.35,845.2,3.8,X 
230210,505075,9609,7835,9.99,9.96,0.78,B 
230210,505141,2034,2034,28.0,28.0,0.57,T 
230210,505160,3399,1306,478.85,487.95,6.25,B 
230210,505163,1479,1248,424.95,414.5,5.3,X 
230210,505192,1424,445,739.7,741.25,3.29,B 
230210,505196,725,725,163.5,168.35,1.19,T 
230210,505200,2792,794,3212.8,3236.75,25.51,A 
230210,505212,125,125,143.75,140.0,0.18,XT
230210,505232,1124,956,1331.25,1323.6,12.73,X 
230210,505242,2698,1857,2755.65,2700.5,51.17,B 
230210,505250,26,26,62.0,61.5,0.02,X 
230210,505255,3479,1701,1565.65,1558.75,26.63,A 
230210,505283,36794,26057,576.2,575.05,150.14,A 
230210,505299,3027,2494,241.3,238.65,6.02,X 
230210,505302,167,167,677.0,635.05,1.13,X 
230210,505324,26795,18733,19.3,20.0,3.62,B 
230210,505355,6486,3799,585.2,589.0,22.23,A 
230210,505358,244186,194112,108.1,97.3,209.84,X 
230210,505368,236,158,1124.5,1118.05,1.78,B 
230210,505400,4404,4345,55.8,56.75,2.42,B 
230210,505412,87,70,8398.95,8196.25,5.88,B 
230210,505509,2557,2247,122.5,117.75,2.75,B 
230210,505515,12799,12596,4.45,4.64,0.56,X 
230210,505523,383057,383057,1.44,1.51,5.52,XT
230210,505526,13551,10824,57.55,56.75,6.23,B 
230210,505533,5444,2677,693.75,711.25,18.57,A 
230210,505537,469164,93073,226.35,224.55,210.67,A 
230210,505590,348536,292436,28.55,27.25,83.49,B 
230210,505650,2661,1774,10.89,10.61,0.19,X 
230210,505681,2018,1451,411.4,400.95,5.97,X 
230210,505688,10919,6966,126.7,128.0,8.83,B 
230210,505690,206,205,199.7,212.15,0.41,X 
230210,505693,39861,34948,10.01,10.09,3.5,X 
230210,505700,61269,12068,384.25,377.45,46.37,A 
230210,505710,24186,12853,89.2,91.1,11.46,B 
230210,505712,2223,1945,84.9,85.0,1.65,X 
230210,505714,93883,6030,163.6,164.9,9.87,B 
230210,505720,3555,1865,207.8,212.5,3.88,B 
230210,505725,3531,1096,528.75,534.35,5.8,X 
230210,505726,831,499,831.65,826.5,4.15,A 
230210,505729,38466,30505,74.15,73.8,22.62,X 
230210,505737,385,374,365.3,370.55,1.37,X 
230210,505744,206,156,301.05,303.7,0.47,B 
230210,505750,854,686,504.25,502.25,3.46,X 
230210,505790,1902,472,2740.35,2721.95,12.93,A 
230210,505800,4724,3102,961.4,908.5,29.82,B 
230210,505807,150,150,331.5,317.25,0.5,P 
230210,505827,2130,1922,284.7,287.65,5.47,X 
230210,505840,2034,1634,33.1,33.35,0.54,X 
230210,505850,7681,1226,116.15,118.25,1.42,X 
230210,505854,6922,5566,163.05,167.35,9.08,B 
230210,505872,105275,73933,1618.1,1402.55,1196.31,B 
230210,505890,746,490,2367.65,2373.2,11.6,A 
230210,505893,423,407,275.0,273.45,1.12,X 
230210,505978,135,123,1786.0,1823.9,2.2,X 
230210,506003,990,990,7.11,7.48,0.07,XT
230210,506022,50134,32727,61.7,62.45,20.19,B 
230210,506074,129822,123532,7.02,6.74,8.67,B 
230210,506076,2087,588,2029.25,2064.1,11.93,A 
230210,506105,462,451,72.75,74.0,0.33,X 
230210,506109,989,629,428.8,420.0,2.7,B 
230210,506122,2,2,86.75,91.3,0.0,X 
230210,506128,13902,11592,68.5,66.2,7.94,X 
230210,506146,522693,405657,1.06,1.06,4.3,B 
230210,506166,5,5,36.05,34.35,0.0,XT
230210,506180,200,200,87.85,87.8,0.18,XT
230210,506184,10393,8694,7.82,8.13,0.68,B 
230210,506186,7828,5371,14.44,13.84,0.78,X 
230210,506194,2160,1533,221.95,222.3,3.4,B 
230210,506197,23366,9797,74.05,74.6,7.25,B 
230210,506222,3679,2484,746.85,712.3,18.55,B 
230210,506235,26271,12101,70.1,67.0,8.48,B 
230210,506248,6411,4314,85.4,87.25,3.68,X 
230210,506260,7903,6080,88.4,88.8,5.37,X 
230210,506261,2916,2650,62.95,61.4,1.67,B 
230210,506285,635,393,4489.25,4453.45,17.64,A 
230210,506365,1,1,37.0,37.0,0.0,XT
230210,506390,1010,807,322.3,319.95,2.6,B 
230210,506395,9001,2675,925.6,913.75,24.76,A 
230210,506401,36373,17668,1784.65,1806.75,315.31,A 
230210,506405,5726,4396,269.05,267.85,11.83,B 
